clearance_date,clearance_status,council_district,go_census_tract,go_district,go_highest_offense_desc,go_location,go_location_zip,go_primary_key,go_report_date,go_x_coordinate,go_y_coordinate,highest_nibrs_ucr_offense_description
8-Jan-16,C,6,204.08,A,AGG ASLT STRANGLE/SUFFOCATE   ,10015 LAKE CREEK PKWY                                                                               ,78729,201651868,6-Jan-16,3098734,10142841,Agg Assault
28-Mar-16,N,2,24.33,H,RAPE OF A CHILD               ,,78617,201651949,6-Jan-16,,,Rape
13-Jan-16,N,1,21.1,C,AUTO THEFT                    ,4713 SANTA ANNA ST                                                                                  ,78721,201660016,6-Jan-16,3131781,10073581,Auto Theft
,,9,11,G,THEFT                         ,RED RIVER ST / E 5TH ST                                                                             ,78701,201660055,6-Jan-16,3116013,10069872,Theft
22-Jan-16,N,3,10,G,AGG ASSAULT                   ,1211 WILLOW ST                                                                                      ,78702,201660079,6-Jan-16,3117828,10067364,Agg Assault
6-Jan-16,N,7,18.18,I,AUTO THEFT                    ,8234 RESEARCH BLVD SVRD SB                                                                          ,78757,201660134,6-Jan-16,3122184,10102626,Auto Theft
4-Apr-16,N,7,15.04,I,THEFT                         ,1711 W ANDERSON LN                                                                                  ,78757,201660183,6-Jan-16,3119549,10101600,Theft
23-Feb-16,O,7,18.48,E,AGG ASSAULT WITH MOTOR VEH    ,12900 N IH 35 SVRD SB                                                                               ,78753,201660187,6-Jan-16,3134231,10124161,Agg Assault
28-Mar-16,C,8,19.08,D,BURGLARY NON RESIDENCE        ,8220 W SH 71                                                                                        ,78735,201660223,6-Jan-16,3068873,10061969,Burglary
10-Mar-16,N,,,D,THEFT BY SHOPLIFTING          ,710 E BEN WHITE SVRD WB                                                                             ,,2016680909,8-Mar-16,,,Theft
13-Jan-16,N,1,21.05,I,AUTO THEFT                    ,1034 CLAYTON LN                                                                                     ,78723,201660236,6-Jan-16,3126342,10089763,Auto Theft
6-Jan-16,N,1,18.42,C,AUTO THEFT                    ,12308 GRANTON CV                                                                                    ,78653,201660255,6-Jan-16,3153681,10108631,Auto Theft
14-Jan-16,N,5,20.05,D,AUTO THEFT                    ,3744 VALLEY VIEW RD                                                                                 ,78704,201660291,6-Jan-16,3101970,10058517,Auto Theft
13-Jan-16,N,6,17.14,A,AUTO THEFT                    ,8225 N FM 620 RD                                                                                    ,78726,201660311,6-Jan-16,3081086,10125283,Auto Theft
1-Mar-16,N,1,18.34,E,BURGLARY NON RESIDENCE        ,12001 DESSAU RD                                                                                     ,78754,201660370,6-Jan-16,3141599,10111857,Burglary
7-Jan-16,N,7,18.43,E,BURGLARY OF RESIDENCE         ,1601 JERSEY DR                                                                                      ,78758,201660440,6-Jan-16,3126990,10115751,Burglary
,,5,17.12,D,BURGLARY OF RESIDENCE         ,2520 STOUTWOOD CIR                                                                                  ,78745,201660502,6-Jan-16,3095231,10052695,Burglary
14-Jan-16,N,5,20.05,D,AUTO THEFT                    ,3707 MANCHACA RD                                                                                    ,78704,201660546,6-Jan-16,3101690,10058911,Auto Theft
1-Mar-16,N,1,21.05,I,BURGLARY NON RESIDENCE        ,1026 CLAYTON LN                                                                                     ,78723,201660552,6-Jan-16,3126018,10089888,Burglary
8-Jan-16,C,5,17.13,D,BURGLARY OF RESIDENCE         ,6703 BOLEYNWOOD DR                                                                                  ,78745,201660555,6-Jan-16,3093295,10047996,Burglary
7-Jan-16,N,2,24.31,F,BURGLARY OF RESIDENCE         ,5300 JIMMY CLAY DR                                                                                  ,78744,201660608,6-Jan-16,3117981,10042547,Burglary
7-Jan-16,N,2,24.27,F,THEFT BY SHOPLIFTING          ,6715 S IH 35 SVRD NB                                                                                ,78744,201660650,6-Jan-16,3106467,10041401,Theft
7-Jan-16,N,4,18.22,E,AUTO THEFT                    ,9800 BLOCK QUAIL BLVD                                                                               ,78758,201660661,6-Jan-16,3126641,10108798,Auto Theft
,,4,18.04,E,AGG ASSAULT                   ,8007 GESSNER DR                                                                                     ,78753,201660695,6-Jan-16,3126553,10098524,Agg Assault
13-Jan-16,O,7,18.39,E,AGG ASLT STRANGLE/SUFFOCATE   ,12601 TECH RIDGE BLVD                                                                               ,78753,201660713,6-Jan-16,3139759,10119405,Agg Assault
15-Jan-16,C,7,18.26,E,THEFT                         ,12900 N IH 35 SB                                                                                    ,78753,201660767,6-Jan-16,3134750,10123486,Theft
12-Feb-16,N,1,11,G,THEFT                         ,610 E 11TH ST                                                                                       ,78701,201660774,6-Jan-16,3116891,10072093,Theft
9-Jan-16,C,3,23.08,D,THEFT                         ,3600 S IH 35 SVRD SB                                                                                ,78704,201660784,6-Jan-16,3112780,10054090,Theft
,,5,24.21,F,THEFT                         ,9300 S IH 35 SVRD SB                                                                                ,78748,201660787,6-Jan-16,3100423,10033116,Theft
20-Jan-16,N,4,18.12,I,RAPE                          ,,78752,201660818,6-Jan-16,,,Rape
21-Jan-16,C,7,18.48,E,THEFT BY SHOPLIFTING          ,12900 N IH 35 SVRD SB                                                                               ,78753,201660865,6-Jan-16,3134231,10124161,Theft
19-Feb-16,N,1,22.02,C,THEFT                         ,6907 WENTWORTH DR                                                                                   ,78724,201660867,6-Jan-16,3149986,10081496,Theft
8-Jan-16,C,7,18.5,A,AGG ASSAULT ON PUBLIC SERVANT ,12221 N MOPAC EXPY SVRD NB                                                                          ,78758,201660869,6-Jan-16,3124636,10124176,Agg Assault
11-Jan-16,C,6,203.18,A,THEFT BY SHOPLIFTING          ,11200 LAKELINE MALL DR                                                                              ,78613,201660877,6-Jan-16,3092524,10143916,Theft
3-Sep-16,O,7,15.04,I,AUTO THEFT                    ,1901 W ANDERSON LN                                                                                  ,78757,201660897,6-Jan-16,3118743,10102017,Auto Theft
18-Feb-16,N,2,24.02,F,BURGLARY OF VEHICLE           ,6212 CROW LN                                                                                        ,78745,201660911,6-Jan-16,3105650,10044815,Theft
8-Jan-16,N,4,18.22,E,AUTO THEFT                    ,10500 N LAMAR BLVD                                                                                  ,78758,201660967,6-Jan-16,3129679,10109661,Auto Theft
8-Mar-16,N,10,17.22,A,THEFT                         ,10610 MORADO CIR                                                                                    ,78759,201661008,6-Jan-16,3110163,10120074,Theft
7-Jan-16,N,2,24.35,H,BURGLARY OF RESIDENCE         ,5817 LAS ALAS TRL                                                                                   ,78617,201661045,6-Jan-16,3151288,10035878,Burglary
9-Mar-16,N,7,18.45,E,BURGLARY OF RESIDENCE         ,12044 LINCOLNSHIRE DR                                                                               ,78758,201661081,6-Jan-16,3128417,10119575,Burglary
,,3,23.08,D,THEFT BY SHOPLIFTING          ,710 E BEN WHITE BLVD SVRD WB                                                                        ,78704,201661083,6-Jan-16,3110719,10052849,Theft
12-Jan-16,O,3,23.18,H,AGG ASSAULT                   ,6010 PALM CIR                                                                                       ,78741,201661087,6-Jan-16,3127703,10058874,Agg Assault
7-Mar-16,N,5,24.21,F,THEFT                         ,9300 S IH 35 SVRD SB                                                                                ,78748,201661090,6-Jan-16,3100423,10033116,Theft
22-Jan-16,N,7,18.39,E,THEFT BY SHOPLIFTING          ,13609 N IH 35 SVRD NB                                                                               ,78753,201661224,6-Jan-16,3135874,10127480,Theft
7-Jan-16,N,3,23.18,H,BURGLARY OF RESIDENCE         ,1500 FARO DR                                                                                        ,78741,201661255,6-Jan-16,3123698,10058703,Burglary
7-Jan-16,N,2,24.02,F,BURGLARY OF RESIDENCE         ,205 STARBRIGHT DR                                                                                   ,78745,201661276,6-Jan-16,3102795,10043858,Burglary
7-Jan-16,N,3,23.18,H,BURGLARY OF RESIDENCE         ,1819 RIVER CROSSING CIR                                                                             ,78741,201661284,6-Jan-16,3123631,10057669,Burglary
12-Jan-16,N,4,21.05,I,THEFT                         ,5203 CAMERON RD                                                                                     ,78723,201661296,6-Jan-16,3124815,10086285,Theft
21-Nov-16,N,4,18.12,I,RAPE                          ,,78752,201661300,6-Jan-16,,,Rape
6-Jan-16,C,9,11,G,THEFT FROM PERSON             ,500 BRAZOS ST                                                                                       ,78701,201661314,6-Jan-16,3114590,10070379,Theft
8-Jan-16,N,8,19.08,D,AUTO THEFT                    ,8220 W SH 71                                                                                        ,78735,201661316,6-Jan-16,3068873,10061969,Auto Theft
7-Jan-16,N,4,21.05,I,BURGLARY OF RESIDENCE         ,1100 REINLI ST                                                                                      ,78723,201661328,6-Jan-16,3126350,10088845,Burglary
11-Jan-16,C,7,15.01,B,THEFT BY SHOPLIFTING          ,2525 W ANDERSON LN                                                                                  ,78757,201661416,6-Jan-16,3116494,10102601,Theft
7-Jan-16,N,2,24.02,F,BURGLARY OF RESIDENCE         ,6300 S CONGRESS AVE                                                                                 ,78745,201661439,6-Jan-16,3104015,10045143,Burglary
8-Jan-16,C,3,23.08,D,THEFT                         ,710 E BEN WHITE BLVD SVRD WB                                                                        ,78704,201661448,6-Jan-16,3110719,10052849,Theft
13-Jan-16,N,4,18.13,E,AUTO THEFT                    ,1088 PARK PLZ                                                                                       ,78753,201661602,6-Jan-16,3131784,10100561,Auto Theft
12-Jan-16,N,5,17.47,F,THEFT                         ,2300 BLOCK W SLAUGHTER LN                                                                           ,78748,201670543,6-Jan-16,3088327,10036083,Theft
8-Jan-16,N,7,18.24,E,BURGLARY OF VEHICLE           ,11503 INDIANHEAD DR                                                                                 ,78753,20165000683,6-Jan-16,3133451,10112452,Theft
6-Jan-16,N,2,24.11,F,BURGLARY OF VEHICLE           ,4701 S IH 35 SVRD NB                                                                                ,78744,20165000684,6-Jan-16,3110888,10048857,Theft
6-Jan-16,N,5,20.05,D,BURGLARY OF VEHICLE           ,3744 VALLEY VIEW RD                                                                                 ,78704,20165000685,6-Jan-16,3101970,10058517,Theft
,,9,3.06,B,BURGLARY OF VEHICLE           ,1320 ROBERT BROWNING ST                                                                             ,78723,20165000686,6-Jan-16,3124852,10083179,Theft
8-Jan-16,N,6,205.08,A,BURGLARY OF VEHICLE           ,9420 SPECTRUM DR                                                                                    ,78717,20165000691,6-Jan-16,3105364,10148606,Theft
7-Jan-16,N,1,21.13,I,BURGLARY OF VEHICLE           ,7203 BUCKNELL DR                                                                                    ,78723,20165000697,6-Jan-16,3136036,10090372,Theft
17-Jan-16,N,4,18.04,I,THEFT OF AUTO PARTS           ,7801 N LAMAR BLVD SVRD NB                                                                           ,78752,20165000698,6-Jan-16,3123047,10099354,Theft
12-Jan-16,N,1,21.13,I,BURGLARY OF VEHICLE           ,7409 BUCKNELL DR                                                                                    ,78723,20165000701,6-Jan-16,3135568,10091409,Theft
12-Jan-16,N,9,3.06,B,BURGLARY OF VEHICLE           ,4600 MUELLER BLVD                                                                                   ,78723,20165000703,6-Jan-16,3125013,10082433,Theft
17-Jan-16,N,9,11,G,THEFT                         ,500 E 7TH ST                                                                                        ,78701,20165000715,6-Jan-16,3115952,10070759,Theft
1-Feb-16,C,4,18.43,E,AGG ASLT STRANGLE/SUFFOCATE   ,1425 W BRAKER LN                                                                                    ,78758,20165000723,6-Jan-16,3127340,10114358,Agg Assault
12-Jan-16,N,9,3.06,B,BURGLARY OF VEHICLE           ,4600 MUELLER BLVD                                                                                   ,78723,20165000727,6-Jan-16,3125013,10082433,Theft
8-Feb-16,N,1,8.03,C,BURGLARY OF VEHICLE           ,1502 WALLER ST                                                                                      ,78702,20165000729,6-Jan-16,3118350,10073580,Theft
15-Jan-16,N,2,24.13,F,THEFT                         ,4509 E ST ELMO RD                                                                                   ,78744,20165000734,6-Jan-16,3116165,10048034,Theft
7-Jan-16,N,9,3.06,B,BURGLARY OF VEHICLE           ,1900 SIMOND AVE                                                                                     ,78723,20165000735,6-Jan-16,3126356,10081660,Theft
6-Jan-16,N,5,24.07,F,THEFT                         ,11001 S 1ST ST                                                                                      ,78748,20165000737,6-Jan-16,3096109,10025679,Theft
8-Jan-16,N,9,6.01,B,THEFT OF BICYCLE              ,2810 HEMPHILL PARK                                                                                  ,78705,20165000738,6-Jan-16,3114585,10080210,Theft
12-Jan-16,N,9,3.06,B,BURGLARY OF VEHICLE           ,4600 MUELLER BLVD                                                                                   ,78723,20165000748,6-Jan-16,3125013,10082433,Theft
22-Jan-16,N,7,17.53,A,THEFT BY SHOPLIFTING          ,9607 RESEARCH BLVD NB                                                                               ,78759,20165000784,6-Jan-16,3113170,10114556,Theft
8-Mar-16,C,3,23.14,H,BURGLARY OF RESIDENCE         ,2207 WICKERSHAM LN                                                                                  ,78741,20165000792,6-Jan-16,3121646,10056710,Burglary
12-Jan-16,N,2,24.27,F,THEFT                         ,6801 S IH 35 SVRD NB                                                                                ,78744,20165000793,6-Jan-16,3106121,10041327,Theft
17-Jan-16,N,9,6.04,B,THEFT                         ,2202 LONGVIEW ST                                                                                    ,78705,20165000795,6-Jan-16,3111471,10077244,Theft
22-Jan-16,N,1,18.32,E,THEFT                         ,11441 N IH 35 SVRD NB                                                                               ,78753,20165000801,6-Jan-16,3135376,10111678,Theft
8-Jan-16,N,4,21.05,I,THEFT                         ,919 E KOENIG LN SVRD EB                                                                             ,78751,20165000803,6-Jan-16,3124730,10090296,Theft
7-Jan-16,N,3,13.08,D,BURGLARY OF VEHICLE           ,515 KREBS LN                                                                                        ,78704,20165000805,6-Jan-16,3106588,10055841,Theft
25-Jan-16,N,9,11,G,THEFT                         ,402 E 6TH ST                                                                                        ,78701,20165000810,6-Jan-16,3115522,10070515,Theft
8-Jan-16,N,1,18.42,E,BURGLARY OF VEHICLE           ,3504 LONG DAY DR                                                                                    ,78754,20165000825,6-Jan-16,3144393,10104020,Theft
7-Jan-16,N,10,19.13,B,THEFT                         ,2608 WESTLAKE DR                                                                                    ,78746,20165000826,6-Jan-16,3101629,10084977,Theft
21-Jan-16,N,7,18.29,A,THEFT BY SHOPLIFTING          ,3801 W PARMER LN                                                                                    ,78727,20165000827,6-Jan-16,3122242,10127672,Theft
22-Jan-16,N,7,18.49,A,THEFT BY SHOPLIFTING          ,12000 N MOPAC EXPY SVRD NB                                                                          ,78758,20165000829,6-Jan-16,3122689,10122193,Theft
22-Jan-16,N,4,18.13,E,THEFT                         ,8221 N IH 35 SVRD NB                                                                                ,78753,20165000830,6-Jan-16,3128679,10099279,Theft
14-Mar-16,N,7,18.4,E,THEFT                         ,1200 W HOWARD LN                                                                                    ,78660,20168000076,6-Jan-16,3136012,10128062,Theft
22-Jan-16,N,7,17.53,A,THEFT                         ,9333 RESEARCH BLVD SVRD NB                                                                          ,78759,20168000078,6-Jan-16,3113978,10112549,Theft
11-Jan-16,N,8,19.11,D,BURGLARY OF VEHICLE           ,1300 SPYGLASS DR                                                                                    ,78746,20168000081,6-Jan-16,3100521,10067950,Theft
8-Jan-16,N,1,9.01,G,THEFT OF BICYCLE              ,811 E 11TH ST                                                                                       ,78702,20168000082,6-Jan-16,3117805,10071474,Theft
11-Jan-16,N,5,13.04,D,BURGLARY OF VEHICLE           ,2205 THORNTON RD                                                                                    ,78704,20168000095,6-Jan-16,3105606,10062399,Theft
8-Jan-16,C,7,18.48,E,THEFT BY SHOPLIFTING          ,12900 N IH 35 SVRD SB                                                                               ,78753,201661600,7-Jan-16,3134231,10124161,Theft
3-Feb-16,C,2,24.33,H,AGG SEXUAL ASSAULT CHILD/OBJEC,,78617,201661628,7-Jan-16,,,Rape
5-May-16,C,2,24.26,F,BURGLARY OF RESIDENCE         ,8612 KEYNES LN                                                                                      ,78747,201670026,7-Jan-16,3114006,10028744,Burglary
20-Jan-16,N,9,14.01,H,THEFT OF BICYCLE              ,1007 S CONGRESS AVE                                                                                 ,78704,201670042,7-Jan-16,3113071,10065639,Theft
11-Apr-16,N,1,21.09,C,BURGLARY NON RESIDENCE        ,4501 E MARTIN LUTHER KING JR BLVD                                                                   ,78721,201670110,7-Jan-16,3132624,10077429,Burglary
7-Jan-16,N,3,10,G,BURGLARY OF RESIDENCE         ,1704 HASKELL ST                                                                                     ,78702,201670190,7-Jan-16,3119080,10065522,Burglary
8-Mar-16,N,7,18.5,A,BURGLARY NON RESIDENCE        ,1921 CEDAR BEND DR                                                                                  ,78758,201670210,7-Jan-16,3127170,10122077,Burglary
11-Jan-16,N,2,24.31,F,BURGLARY OF VEHICLE           ,5901 E STASSNEY LN                                                                                  ,78744,201670254,7-Jan-16,3118720,10042867,Theft
13-Jan-16,N,2,24.12,F,AUTO THEFT                    ,4515 DOVE SPRINGS DR                                                                                ,78744,201670272,7-Jan-16,3112178,10041039,Auto Theft
11-Jan-16,N,2,24.11,F,BURGLARY OF VEHICLE           ,4501 S IH 35 NB                                                                                     ,78744,201670288,7-Jan-16,3110979,10049602,Theft
18-Jan-16,N,3,9.02,C,BURGLARY NON RESIDENCE        ,2716 E 5TH ST                                                                                       ,78702,201670321,7-Jan-16,3124195,10067052,Burglary
11-Jan-16,N,7,18.39,E,BURGLARY NON RESIDENCE        ,12320 COMIC DR                                                                                      ,78753,201670386,7-Jan-16,3142380,10116837,Burglary
1-Mar-16,N,2,24.11,F,BURGLARY NON RESIDENCE        ,4501 S IH 35 SVRD NB                                                                                ,78744,201670400,7-Jan-16,3111268,10049901,Burglary
12-Jan-16,N,7,18.18,I,THEFT                         ,1100 W ANDERSON LN                                                                                  ,78757,201670497,7-Jan-16,3122000,10100732,Theft
22-Jan-16,N,7,18.39,E,THEFT                         ,1100 CENTER RIDGE DR                                                                                ,78753,201670557,7-Jan-16,3135595,10125815,Theft
7-Jan-16,N,9,16.05,B,BURGLARY OF RESIDENCE         ,1409 NEWFIELD LN                                                                                    ,78703,201670559,7-Jan-16,3107735,10076673,Burglary
3-Feb-16,N,4,18.05,E,AUTO THEFT                    ,8540 N LAMAR BLVD                                                                                   ,78758,201670668,7-Jan-16,3124796,10102566,Auto Theft
13-Jan-16,C,4,18.19,E,THEFT OF TRAILER              ,9308 N LAMAR BLVD                                                                                   ,78758,201670771,7-Jan-16,3127593,10105456,Theft
15-Jan-16,C,7,18.26,E,THEFT BY SHOPLIFTING          ,12900 N IH 35 SB                                                                                    ,78753,201670845,7-Jan-16,3134750,10123486,Theft
12-Jan-16,N,4,18.04,I,THEFT OF BICYCLE              ,7401 N LAMAR BLVD                                                                                   ,78752,201670892,7-Jan-16,3122178,10097341,Theft
29-Mar-16,N,3,10,G,BURGLARY OF RESIDENCE         ,1611 CANTERBURY ST                                                                                  ,78702,201670906,7-Jan-16,3118918,10066507,Burglary
10-Feb-16,N,5,17.74,F,AGG ASSAULT                   ,11000 BLOCK MANCHACA RD                                                                             ,78748,201670912,7-Jan-16,3086499,10031034,Agg Assault
14-Apr-16,C,5,20.04,D,THEFT                         ,2300 W BEN WHITE BLVD SVRD WB                                                                       ,78704,201670959,7-Jan-16,3098607,10057647,Theft
12-Jan-16,N,1,21.06,I,BURGLARY OF RESIDENCE         ,5800 WELLINGTON DR                                                                                  ,78723,201670968,7-Jan-16,3131149,10086648,Burglary
11-Jan-16,N,8,19.15,D,BURGLARY OF VEHICLE           ,5341 INDUSTRIAL OAKS BLVD                                                                           ,78735,201670974,7-Jan-16,3083999,10059191,Theft
13-Jan-16,N,6,17.86,A,AUTO THEFT                    ,12611 RESEARCH BLVD SVRD NB                                                                         ,78727,201671020,7-Jan-16,3106567,10130032,Auto Theft
10-Feb-16,N,3,21.11,C,THEFT                         ,1136 DON ANN ST                                                                                     ,78721,201671049,7-Jan-16,3130909,10071326,Theft
14-Apr-16,C,4,21.05,I,THEFT BY SHOPLIFTING          ,5621 N IH 35 SVRD NB                                                                                ,78723,201671066,7-Jan-16,3125468,10088596,Theft
14-Apr-16,C,4,18.13,I,THEFT BY SHOPLIFTING          ,1030 NORWOOD PARK BLVD                                                                              ,78753,201671079,7-Jan-16,3129997,10096983,Theft
14-Apr-16,C,5,24.21,F,THEFT BY SHOPLIFTING          ,9500 S IH 35 SVRD SB                                                                                ,78748,201671099,7-Jan-16,3099459,10032098,Theft
12-Jan-16,N,4,18.22,E,BURGLARY OF RESIDENCE         ,1020 BIRD CREEK DR                                                                                  ,78758,201671106,7-Jan-16,3127203,10108953,Burglary
8-Jan-16,C,3,21.11,C,AUTO THEFT                    ,1119 AIRPORT BLVD                                                                                   ,78721,201671136,7-Jan-16,3129295,10070466,Auto Theft
12-Jan-16,N,2,24.27,F,THEFT FROM PERSON             ,6607 S IH 35 SVRD NB                                                                                ,78744,201671177,7-Jan-16,3106737,10041724,Theft
23-Mar-16,N,7,18.17,B,BURGLARY OF RESIDENCE         ,7920 ROCKWOOD LN                                                                                    ,78757,201671192,7-Jan-16,3115146,10104646,Burglary
9-Jan-16,C,3,23.14,H,THEFT BY SHOPLIFTING          ,4405 E RIVERSIDE DR                                                                                 ,78741,201671227,7-Jan-16,3120615,10058135,Theft
27-Jan-16,N,10,1.01,B,THEFT BY SHOPLIFTING          ,5505 BALCONES DR                                                                                    ,78731,201671285,7-Jan-16,3109140,10095423,Theft
13-Jan-16,N,5,24.21,F,AUTO THEFT                    ,9900 S IH 35 SVRD SB                                                                                ,78748,201671288,7-Jan-16,3099325,10030080,Auto Theft
12-Jan-16,N,2,24.29,F,BURGLARY OF VEHICLE           ,8801 S IH 35 SVRD NB                                                                                ,78744,201671293,7-Jan-16,3102586,10034201,Theft
12-Jan-16,N,2,24.13,F,THEFT FROM PERSON             ,4800 COPPERBEND BLVD                                                                                ,78744,201671380,7-Jan-16,3115986,10045672,Theft
,,4,18.13,I,THEFT                         ,1030 NORWOOD PARK BLVD                                                                              ,78753,201671384,7-Jan-16,3129997,10096983,Theft
12-Feb-16,O,9,3.06,B,RAPE                          ,,78723,201671394,7-Jan-16,,,Rape
16-Feb-16,C,1,21.04,I,BURGLARY NON RESIDENCE        ,6213 BROOKSIDE DR                                                                                   ,78723,201671412,7-Jan-16,3129395,10089543,Burglary
12-Jan-16,N,5,13.04,D,BURGLARY OF RESIDENCE         ,1900 PARAMOUNT AVE                                                                                  ,78704,201671413,7-Jan-16,3103891,10065428,Burglary
8-Mar-16,N,7,18.49,A,THEFT FROM PERSON             ,3201 DUVAL RD                                                                                       ,78759,201671429,7-Jan-16,3120716,10122330,Theft
13-Dec-16,N,3,23.16,H,SEXUAL ASSAULT W/ OBJECT      ,,78741,201671441,7-Jan-16,,,Rape
12-Jan-16,N,3,10,G,BURGLARY OF RESIDENCE         ,1620 HASKELL ST                                                                                     ,78702,201671491,7-Jan-16,3118775,10065575,Burglary
12-Jan-16,C,4,18.12,I,BURGLARY OF VEHICLE           ,6911 N IH 35 SVRD NB                                                                                ,78752,201671511,7-Jan-16,3125727,10093477,Theft
9-Jan-17,N,10,17.55,A,BURGLARY OF RESIDENCE         ,10619 SKYFLOWER DR                                                                                  ,78759,201671537,7-Jan-16,3102338,10124670,Burglary
27-Jan-16,N,6,204.08,A,AUTO THEFT                    ,13418 POND SPRINGS RD                                                                               ,78729,201671550,7-Jan-16,3099181,10136866,Auto Theft
10-Jan-16,N,3,9.02,G,THEFT OF LICENSE PLATE        ,619 N IH 35 SVRD NB                                                                                 ,78702,201671590,7-Jan-16,3117175,10070192,Theft
12-Jan-16,N,3,23.17,H,BURGLARY OF RESIDENCE         ,1300 CROSSING PL                                                                                    ,78741,201671591,7-Jan-16,3123925,10059981,Burglary
6-Feb-16,N,3,23.18,H,DEADLY CONDUCT                ,6112 LARCH TER                                                                                      ,78741,201671597,7-Jan-16,3128013,10058415,Agg Assault
6-Apr-16,N,1,18.34,E,AUTO THEFT                    ,8606 WALL ST                                                                                        ,78754,201671625,7-Jan-16,3135696,10097399,Auto Theft
8-Jan-16,C,7,18.18,I,THEFT                         ,1820 WOOTEN PARK DR                                                                                 ,78757,201671687,7-Jan-16,3119207,10102310,Theft
13-Jan-16,O,1,21.07,C,THEFT                         ,4607 MANOR RD                                                                                       ,78723,201671721,7-Jan-16,3131021,10080224,Theft
30-Mar-16,C,4,18.23,E,AGG ASSAULT                   ,701 W LONGSPUR BLVD                                                                                 ,78753,201672008,7-Jan-16,3129181,10106923,Agg Assault
7-Jan-16,N,7,18.17,B,THEFT                         ,2900 W ANDERSON LN                                                                                  ,78757,20165000837,7-Jan-16,3115239,10104067,Theft
10-Mar-16,N,7,18.5,A,BREACH OF COMPUTER SECURITY   ,12405 ALDERBROOK DR                                                                                 ,78758,20165000838,7-Jan-16,3127101,10124198,Theft
19-Jan-16,N,9,11,G,THEFT                         ,110 E 2ND ST                                                                                        ,78701,20165000839,7-Jan-16,3114155,10069411,Theft
11-Jan-16,N,3,23.08,D,BURGLARY OF VEHICLE           ,2515 S CONGRESS AVE                                                                                 ,78704,20165000841,7-Jan-16,3110749,10059315,Theft
7-Jan-16,N,5,20.02,D,THEFT                         ,4806 LANSING DR                                                                                     ,78745,20165000843,7-Jan-16,3099160,10053891,Theft
7-Jan-16,N,4,18.13,I,BURGLARY OF VEHICLE           ,1044 NORWOOD PARK BLVD                                                                              ,78753,20165000844,7-Jan-16,3129896,10096032,Theft
11-Jan-16,N,3,23.08,D,BURGLARY OF VEHICLE           ,125 WOODWARD ST                                                                                     ,78704,20165000846,7-Jan-16,3109428,10056282,Theft
19-Feb-16,N,9,4.02,C,THEFT OF BICYCLE              ,3203 LARRY LN                                                                                       ,78722,20165000847,7-Jan-16,3123603,10077364,Theft
11-Jan-16,N,7,18.48,E,BURGLARY OF VEHICLE           ,13109 TAMAR CT                                                                                      ,78727,20165000850,7-Jan-16,3133164,10126156,Theft
12-Jan-16,N,4,18.12,I,THEFT                         ,6911 N IH 35 SVRD NB                                                                                ,78752,20165000854,7-Jan-16,3125727,10093477,Theft
11-Jan-16,N,5,19.01,D,BURGLARY OF VEHICLE           ,2404 BARTON SKWY                                                                                    ,78704,20165000856,7-Jan-16,3101326,10062770,Theft
15-Jan-16,C,8,17.76,D,BURGLARY OF VEHICLE           ,7607 GALLIANO CIR                                                                                   ,78749,20165000858,7-Jan-16,3081286,10050581,Theft
9-Mar-16,N,9,2.03,B,THEFT                         ,4900 N LAMAR BLVD                                                                                   ,78756,20165000859,7-Jan-16,3117204,10088816,Theft
7-Jan-16,N,8,17.49,D,THEFT                         ,6500 BRUSH COUNTRY RD                                                                               ,78749,20165000860,7-Jan-16,3083426,10054351,Theft
7-Mar-16,N,10,25,A,THEFT                         ,11410 JOLLYVILLE RD                                                                                 ,78759,20165000868,7-Jan-16,3111228,10123185,Theft
13-Jan-16,N,10,19.12,B,THEFT                         ,4408 LONG CHAMP DR                                                                                  ,78746,20165000871,7-Jan-16,3096507,10097561,Theft
13-Jan-16,N,9,11,G,THEFT                         ,708 E 6TH ST                                                                                        ,78701,20165000872,7-Jan-16,3116608,10070123,Theft
24-Feb-16,N,10,17.22,A,THEFT                         ,9721 ARBORETUM BLVD                                                                                 ,78759,20165000876,7-Jan-16,3111037,10115917,Theft
11-Jan-16,N,3,24.03,D,BURGLARY OF VEHICLE           ,113 INDUSTRIAL BLVD                                                                                 ,78745,20165000877,7-Jan-16,3107732,10053111,Theft
22-Jan-16,N,8,19.1,D,THEFT BY SHOPLIFTING          ,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746,20165000883,7-Jan-16,3094135,10066586,Theft
12-Jan-16,N,7,2.05,I,BURGLARY OF VEHICLE           ,5400 N LAMAR BLVD                                                                                   ,78756,20165000885,7-Jan-16,3118093,10090507,Theft
8-Jan-16,N,4,18.23,E,BURGLARY OF VEHICLE           ,701 W LONGSPUR BLVD                                                                                 ,78753,20165000886,7-Jan-16,3129181,10106923,Theft
28-Jan-16,N,3,10,G,THEFT                         ,21 WALLER ST                                                                                        ,78702,20165000887,7-Jan-16,3117241,10065401,Theft
10-Feb-16,N,3,23.04,H,THEFT OF BICYCLE              ,1333 SHORE DISTRICT DR                                                                              ,78741,20165000891,7-Jan-16,3119441,10061927,Theft
13-Jan-16,N,10,17.52,B,BREACH OF COMPUTER SECURITY   ,7122 WOOD HOLLOW DR                                                                                 ,78731,20165000892,7-Jan-16,3110460,10102150,Theft
