clearance_date,clearance_status,council_district,go_census_tract,go_district,go_highest_offense_desc,go_location,go_location_zip,go_primary_key,go_report_date,go_x_coordinate,go_y_coordinate,highest_nibrs_ucr_offense_description
13-Jan-16,C,7,18.18,I,BURGLARY OF VEHICLE           ,8220 RESEARCH BLVD SVRD SB                                                                          ,78757,2016101123,10-Jan-16,3122201,10102548,Theft
11-Jan-16,C,3,24.03,D,THEFT                         ,710 E BEN WHITE BLVD EB                                                                             ,78745,2016101132,10-Jan-16,3110518,10052730,Theft
7-Mar-16,C,5,20.04,D,THEFT FROM PERSON             ,2300 W BEN WHITE BLVD SVRD WB                                                                       ,78704,2016101204,10-Jan-16,3098607,10057647,Theft
12-Jan-16,N,3,23.16,H,AUTO THEFT                    ,1909 WILLOW CREEK DR                                                                                ,78741,2016101241,10-Jan-16,3119317,10058217,Auto Theft
14-Jan-16,N,7,18.47,A,BURGLARY OF RESIDENCE         ,12907 TURKEY RUN                                                                                    ,78727,2016101243,10-Jan-16,3129315,10127007,Burglary
2-Feb-16,C,2,24.13,F,THEFT BY SHOPLIFTING          ,5002 NUCKOLS CROSSING RD                                                                            ,78744,2016101262,10-Jan-16,3116445,10044387,Theft
14-Jan-16,N,3,23.16,H,BURGLARY OF RESIDENCE         ,2005 WILLOW CREEK DR                                                                                ,78741,2016101282,10-Jan-16,3119101,10057764,Burglary
14-Jan-16,N,4,18.33,E,BURGLARY OF RESIDENCE         ,9804 CHILDRESS DR                                                                                   ,78753,2016101327,10-Jan-16,3135503,10103628,Burglary
12-Jan-16,N,7,18.18,I,BURGLARY OF RESIDENCE         ,1917 HEARTHSTONE DR                                                                                 ,78757,2016101335,10-Jan-16,3119808,10106808,Burglary
12-Jan-16,N,5,24.21,F,THEFT                         ,9300 S IH 35 SVRD SB                                                                                ,78748,2016101349,10-Jan-16,3100423,10033116,Theft
16-Jan-16,N,4,21.05,I,THEFT FROM PERSON             ,1011 REINLI ST                                                                                      ,78723,2016101403,10-Jan-16,3125333,10089170,Theft
27-Apr-16,C,4,18.22,E,AGG ROBBERY/DEADLY WEAPON     ,10014 N LAMAR BLVD                                                                                  ,78758,2016101436,10-Jan-16,3129040,10108222,Robbery
1-Mar-16,N,9,11,G,THEFT                         ,111 E CESAR CHAVEZ ST                                                                               ,78701,2016101449,10-Jan-16,3113960,10068938,Theft
14-Jan-16,N,4,18.05,E,BURGLARY OF RESIDENCE         ,8600 N LAMAR BLVD                                                                                   ,78758,2016101475,10-Jan-16,3125710,10102520,Burglary
27-Apr-16,C,4,18.2,E,AGG ROBBERY/DEADLY WEAPON     ,1925 RUTLAND DR                                                                                     ,78758,2016101511,10-Jan-16,3122742,10111260,Robbery
8-Mar-16,C,3,23.13,H,THEFT                         ,3100 ALVIN DEVANE BLVD                                                                              ,78741,2016101518,10-Jan-16,3121521,10051849,Theft
22-Jan-16,N,4,18.21,E,THEFT                         ,1822 RUTLAND DR                                                                                     ,78758,20165001238,10-Jan-16,3123194,10111271,Theft
12-Jan-16,N,2,24.23,F,THEFT                         ,606 W SLAUGHTER LN                                                                                  ,78748,20165001239,10-Jan-16,3097156,10035748,Theft
14-Mar-16,N,10,17.55,A,THEFT                         ,10120 SPICEWOOD MESA                                                                                ,78759,20165001240,10-Jan-16,3098089,10125673,Theft
18-Jan-16,N,7,18.57,E,BURGLARY OF VEHICLE           ,15436 FM 1825 RD                                                                                    ,78660,20165001241,10-Jan-16,3138108,10136668,Theft
11-Feb-16,N,3,21.11,C,THEFT FROM AUTO               ,6909 BAY CITY BND                                                                                   ,78725,20165001242,10-Jan-16,3138358,10068664,Theft
12-Jan-16,N,4,18.04,I,BURGLARY OF VEHICLE           ,7400 N IH 35 SB                                                                                     ,78752,20165001250,10-Jan-16,3126395,10095573,Theft
12-Jan-16,N,7,2.05,B,THEFT OF BICYCLE              ,1404 W 51ST ST                                                                                      ,78756,20165001251,10-Jan-16,3115444,10090410,Theft
12-Jan-16,N,7,18.17,B,BURGLARY OF VEHICLE           ,2600 PENNY LN                                                                                       ,78757,20165001252,10-Jan-16,3117360,10106372,Theft
12-Jan-16,N,5,24.21,F,THEFT BY SHOPLIFTING          ,9300 S IH 35 SVRD SB                                                                                ,78748,20165001254,10-Jan-16,3100423,10033116,Theft
19-Jan-16,O,5,24.21,F,THEFT BY SHOPLIFTING          ,9300 S IH 35 SVRD SB                                                                                ,78748,20165001255,10-Jan-16,3100423,10033116,Theft
24-Feb-16,C,2,24.33,H,THEFT                         ,5249 MISSION CIR                                                                                    ,78617,20165001256,10-Jan-16,3151233,10038444,Theft
12-Jan-16,N,5,24.21,F,THEFT BY SHOPLIFTING          ,9300 S IH 35 SVRD SB                                                                                ,78748,20165001257,10-Jan-16,3100423,10033116,Theft
11-Jan-16,N,5,13.03,D,BURGLARY OF VEHICLE           ,1507 KINNEY AVE                                                                                     ,78704,20165001259,10-Jan-16,3106836,10065355,Theft
12-Jan-16,N,4,18.11,I,BURGLARY OF VEHICLE           ,1500 REAGAN HILL DR                                                                                 ,78752,20165001261,10-Jan-16,3130452,10092522,Theft
11-Jan-16,N,5,13.04,D,BURGLARY OF VEHICLE           ,1703 KINNEY AVE                                                                                     ,78704,20165001268,10-Jan-16,3106648,10064961,Theft
13-Jan-16,N,5,13.03,D,BURGLARY OF VEHICLE           ,1900 BARTON SPRINGS RD                                                                              ,78704,20165001269,10-Jan-16,3107646,10069258,Theft
12-Jan-16,N,9,4.01,B,BURGLARY OF VEHICLE           ,3704 N IH 35 SVRD SB                                                                                ,78705,20165001270,10-Jan-16,3121104,10080440,Theft
12-Jan-16,N,9,6.03,B,BURGLARY OF VEHICLE           ,2817 SALADO ST                                                                                      ,78705,20165001272,10-Jan-16,3113452,10080524,Theft
12-Jan-16,N,4,18.04,I,BURGLARY OF VEHICLE           ,7522 N IH 35 SVRD SB                                                                                ,78752,20165001273,10-Jan-16,3125968,10096642,Theft
11-Jan-16,N,2,24.26,F,BURGLARY OF VEHICLE           ,8013 RUNNING WATER DR                                                                               ,78747,20165001274,10-Jan-16,3115572,10030716,Theft
18-Jan-16,N,6,204.08,A,THEFT FROM AUTO               ,13201 N FM 620 RD NB                                                                                ,78729,20165001275,10-Jan-16,3096967,10143063,Theft
24-Feb-16,N,1,18.35,E,BURGLARY NON RESIDENCE        ,305 E YAGER LN                                                                                      ,78753,20165001276,10-Jan-16,3136998,10117852,Burglary
11-Jan-16,N,9,13.05,D,BURGLARY OF VEHICLE           ,2301 DURWOOD ST                                                                                     ,78704,20165001281,10-Jan-16,3109884,10061111,Theft
19-Jan-16,N,2,9800,AP,BURGLARY OF VEHICLE           ,3600 PRESIDENTIAL BLVD                                                                              ,78719,20165001287,10-Jan-16,3138768,10047351,Theft
11-Jan-16,N,2,24.11,F,BURGLARY OF VEHICLE           ,1700 TERI RD                                                                                        ,78744,20165001288,10-Jan-16,3110785,10047817,Theft
25-Feb-16,N,3,23.14,H,THEFT                         ,2007 KIRKSEY DR                                                                                     ,78741,20165001292,10-Jan-16,3122735,10057295,Theft
12-Jan-16,N,8,19.1,D,THEFT BY SHOPLIFTING          ,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746,20165001293,10-Jan-16,3094135,10066586,Theft
18-Jan-16,N,7,17.53,A,BURGLARY OF VEHICLE           ,10515 N MOPAC EXPY SVRD NB                                                                          ,78758,20165001295,10-Jan-16,3116529,10116684,Theft
10-Mar-16,N,7,18.48,A,BURGLARY OF VEHICLE           ,12707 N MOPAC EXPY NB                                                                               ,78727,20165001296,10-Jan-16,3126499,10127412,Theft
27-Jan-16,N,9,11,G,THEFT                         ,402 E 6TH ST                                                                                        ,78701,20165001298,10-Jan-16,3115522,10070515,Theft
18-Jan-16,N,7,18.49,A,BURGLARY OF VEHICLE           ,11900 HOBBY HORSE CT                                                                                ,78758,20165001304,10-Jan-16,3122324,10120703,Theft
14-Mar-16,N,4,18.23,E,THEFT                         ,10610 JEAN DR                                                                                       ,78753,20165001305,10-Jan-16,3131851,10109277,Theft
26-Jan-16,N,9,11,G,THEFT                         ,300 W 6TH ST                                                                                        ,78701,20168000120,10-Jan-16,3113404,10071112,Theft
12-Jan-16,N,7,15.01,B,THEFT                         ,2525 W ANDERSON LN                                                                                  ,78757,20168000123,10-Jan-16,3116494,10102601,Theft
12-Jan-16,N,7,18.17,B,BURGLARY OF VEHICLE           ,2600 PENNY LN                                                                                       ,78757,20168000124,10-Jan-16,3117360,10106372,Theft
