,Zipcode,Population,Median Age,Household Income,Per Capita Income
10819,33756,29567,44.9,38324,25978
10820,33759,17223,44.1,43878,27408
10821,33760,15576,35.3,41788,22375
10822,33761,18771,52,51946,33013
10823,33762,8059,41,71250,32157
10824,33763,19260,54.9,38217,26506
10825,33764,25403,48.9,48273,29887
10826,33765,14020,36.8,40450,26142
10827,33767,7461,62.1,57595,58289
10828,33770,25039,45.7,39592,26762
10829,33771,28697,52.6,40020,25153
10830,33772,21819,47.6,45786,28826
10831,33773,17532,43.8,47039,26647
10832,33774,17432,49.6,47282,27483
10833,33776,13710,47.1,70771,33223
10834,33777,18088,43.7,52765,28837
10835,33778,14536,47.4,44600,23768
10836,33781,25679,41.9,41747,20731
10837,33782,20400,48.3,44333,23647
10838,33785,5727,55.4,68404,61331
10839,33786,1626,58.1,80903,60527
10840,33801,32998,35.2,35029,16842
10841,33803,27657,44.3,45980,32709
10842,33805,23681,34.2,34517,16199
10843,33809,30017,43.7,46739,24692
10844,33810,46999,38.7,51428,22048
10845,33811,19542,38.9,57270,26390
10846,33812,13400,36.6,70217,27828
10847,33813,30826,42.9,72531,35133
10848,33815,14055,40.5,28863,14451
10849,33823,28780,39.3,41953,20193
10850,33825,25019,46.8,33335,16957
10851,33827,2543,43.6,48508,22865
10852,33830,26190,36.6,45432,20191
10853,33834,7733,32.9,31688,10917
10854,33837,20075,39.9,51948,22482
10855,33838,3596,48.9,34766,17429
10856,33839,2581,34.8,43607,22138
10857,33841,8769,39,41753,18395
10858,33843,11908,43.3,38714,16201
10859,33844,32230,37.4,34046,17871
10860,33847,241,30.3,42500,9500
10861,33848,1111,31.2,32786,18931
10862,33849,1061,26.7,54167,16854
10863,33850,6868,42.4,32583,19143
10864,33851,856,34.7,53021,18954
10865,33852,20689,52,36930,20111
10866,33853,10723,38.8,29253,15189
10867,33854,145,55.9,38542,31916
10868,33855,0,,,
10869,33856,399,68.3,30530,22227
10870,33857,1760,51.7,31000,17861
10871,33859,9869,47,38618,20012
10872,33860,22989,32.3,45802,18622
10873,33865,719,43.3,36891,15357
10874,33867,369,66.1,40938,24480
10875,33868,12679,40.5,50509,19134
10876,33870,21838,46.8,30507,18017
10877,33872,14480,60.4,39785,23394
10878,33873,13706,31.3,45845,17315
10879,33875,10667,50.1,42405,23746
10880,33876,5101,53.7,40355,19046
10881,33877,194,35.3,20757,9235
10882,33880,36672,34.7,39423,18518
10883,33881,30148,45.3,35905,20010
10884,33884,28198,46.7,53210,29502
10885,33890,5795,35.9,35424,18587
10886,33896,7433,34.2,53103,24394
10887,33897,14521,38.7,52934,22573
10888,33898,15212,48.6,37541,23395
10889,33901,18075,41.7,33786,25387
10890,33903,20464,61.6,37383,25630
10891,33904,30913,50.1,45623,28366
10892,33905,31310,35.7,45709,21804
10893,33907,19392,40.2,39954,24504
10894,33908,32555,60.6,51157,41248
10895,33909,21063,33.6,45845,19002
10896,33912,15880,56,57495,40988
10897,33913,17641,39,77227,36554
10898,33914,37906,43.2,61184,27505
10899,33916,22816,29.5,28801,13904
10900,33917,29371,56.8,42511,26414
10901,33919,29290,51.6,53990,39001
10902,33920,5613,45.2,59972,27644
10903,33921,866,66.5,66875,61718
10904,33922,3908,53.3,41823,26995
10905,33924,180,63.8,79219,51457
10906,33928,19774,57.9,57432,39812
10907,33930,1223,35.6,37308,15676
10908,33931,10624,64.8,50161,48279
10909,33935,19180,35.8,39474,16502
10910,33936,22552,42.9,37735,19175
10911,33944,238,38.8,43378,27487
10912,33945,30,38.7,,
10913,33946,1725,61.4,67531,33823
10914,33947,8852,61.2,51186,27700
10915,33948,15942,50,45471,23426
10916,33950,19281,63,55462,42209
10917,33952,29089,49.8,36396,21317
10918,33953,4773,61.8,48882,28071
10919,33954,9930,46.4,54904,27922
10920,33955,10243,53,46649,27519
10921,33956,3202,65.5,46994,31827
10922,33957,6610,64.3,88906,80915
10923,33960,1027,51.5,21083,12858
10924,33965,750,19.9,,1802
10925,33966,9307,39.7,71303,33409
10926,33967,23701,36.2,56872,26212
10927,33971,21533,30.2,51836,17983
10928,33972,10581,38.9,57568,22665
10929,33973,11405,23.6,32125,12043
10930,33974,10053,33.4,40644,22759
10931,33976,13109,29.1,45207,15164
10932,33980,10142,62.8,46351,25941
10933,33981,9301,57.1,44648,26421
10934,33982,9846,50.6,43539,23716
10935,33983,13786,50.3,49186,25259
10936,33990,29045,40.8,49872,23646
10937,33991,16225,41,57239,24255
10938,33993,19275,34.3,50078,20658
10939,34101,0,,,
10940,34102,10645,59.8,64744,76927
10941,34103,13103,57.9,75678,66628
10942,34104,24672,42.4,48069,26265
10943,34105,14266,55.3,68829,59667
10944,34108,17314,60.1,70764,61539
10945,34109,22442,48.8,61714,44704
10946,34110,19778,60.1,70119,55853
10947,34112,26522,53.8,45661,29094
10948,34113,19034,45,49906,29127
10949,34114,14056,53.4,53409,32456
10950,34116,30939,31.2,43266,17243
10951,34117,16124,38.3,66361,23756
10952,34119,24481,49.9,74788,42590
10953,34120,25215,36.2,58853,24467
10954,34134,14141,63.7,68649,64334
10955,34135,36990,51.5,53800,34992
10956,34137,187,60.2,9979,12949
10957,34138,485,35.7,36875,14586
10958,34139,334,59.4,41250,22575
10959,34140,239,73,41250,28382
10960,34141,192,27.8,55662,18388
10961,34142,23496,26.1,23850,9127
10962,34145,16573,61.7,72418,53485
10963,34201,3593,60.7,93151,62798
10964,34202,20509,42.5,88250,40549
10965,34203,36678,42.8,45739,23818
10966,34205,31272,40,40125,22046
10967,34207,28667,43.7,31038,18671
10968,34208,32496,34.9,40361,18933
10969,34209,31908,53.7,53037,31855
10970,34210,15318,51.9,47225,33241
10971,34211,2766,49.5,85521,38153
10972,34212,14986,41.4,81892,35433
10973,34215,990,65.6,32064,29522
10974,34216,1514,53.9,54563,39672
10975,34217,5421,56.6,48627,47882
10976,34219,15316,45,68517,32166
10977,34221,39279,43.9,42852,22326
10978,34222,11082,57.2,39547,23703
10979,34223,16858,62.6,41862,30876
10980,34224,16109,59.6,42163,26328
10981,34228,6706,70.3,100076,95088
10982,34229,6900,55.6,69512,56148
10983,34231,29035,51.4,42604,32732
10984,34232,31630,44.5,50882,26450
10985,34233,17094,49.6,57237,33224
10986,34234,20173,40.4,32256,19450
10987,34235,14551,50.8,47950,33157
10988,34236,10895,60.6,55070,63848
10989,34237,17330,40.1,39596,19655
10990,34238,17247,63.6,61227,44072
10991,34239,16165,47.9,46141,31636
10992,34240,11976,44.7,80496,36416
10993,34241,13995,48.3,71815,41336
10994,34242,8987,61.6,78217,60754
10995,34243,25402,50.6,58167,34351
10996,34251,6007,40.8,62500,26803
10997,34266,30741,35.4,35764,15230
10998,34268,230,29.5,,11777
10999,34269,3698,62,44023,22983
11000,34275,15960,57.7,53607,35237
11001,34285,17762,66.3,46043,34440
11002,34286,19390,37.1,55092,22292
11003,34287,23284,57.8,39776,23802
11004,34288,10709,37.8,50682,23591
11005,34289,1039,60.4,43250,30839
11006,34291,4684,37.1,52953,22781
11007,34292,13179,65.4,54964,36836
11008,34293,33121,57.8,46679,28423
11009,34420,17332,39,37163,18313
11010,34428,9369,50.5,32390,22659
11011,34429,8232,56.4,42214,27504
11012,34431,7725,53.2,33089,18825
11013,34432,12649,54.9,39958,21300
11014,34433,6557,48.6,41996,20552
11015,34434,7862,46.4,46522,19365
11016,34436,7255,54.2,36419,22032
11017,34442,13612,58.2,45939,27613
11018,34445,18,,,
11019,34446,17863,58.9,35841,22109
11020,34448,11368,49.2,33631,19920
11021,34449,3159,48.9,30000,17201
11022,34450,10832,55.6,36675,26658
11023,34452,10935,51.3,34378,18821
11024,34453,11251,45.2,34388,19177
11025,34461,9989,56,44847,26022
11026,34465,15613,59.4,38402,24309
11027,34470,19135,43,34153,18921
11028,34471,24739,42.7,51227,30371
11029,34472,26915,39.9,37323,18636
11030,34473,16066,41.2,39175,17406
11031,34474,15225,36.2,38970,23700
11032,34475,12539,34.1,25918,13029
11033,34476,21802,58,43659,24368
11034,34479,14353,38.5,41703,19148
11035,34480,18462,38.3,52621,31711
11036,34481,16442,67.4,38671,26040
11037,34482,22173,43.9,39639,20301
11038,34484,2211,40.4,49659,28769
11039,34488,10526,50.5,34127,19466
11040,34491,27440,59.8,44091,25056
11041,34498,617,55,38864,21531
11042,34601,21645,45.8,36003,22299
11043,34602,7321,49.2,41006,25771
11044,34604,9887,39.8,56648,22527
11045,34606,25527,53.4,36653,20793
11046,34607,8084,53.8,45750,28787
11047,34608,31205,44.8,39642,20707
11048,34609,37866,44.7,51534,24163
11049,34610,11584,44.1,44007,20892
11050,34613,17816,57.5,40578,22360
11051,34614,6298,43.3,52967,21749
11052,34637,5487,45.6,64107,38779
11053,34638,18506,34.4,70575,28469
11054,34639,24359,38.6,67366,27626
11055,34652,22720,47.8,32308,25267
11056,34653,30537,46.9,36547,19787
11057,34654,22235,42.1,45000,22115
11058,34655,37511,45.7,58970,30570
11059,34661,220,58.1,21818,27237
11060,34667,31468,57.7,34045,23530
11061,34668,43097,43.8,32441,18923
11062,34669,12755,45,38500,19836
11063,34677,20633,42.2,57642,33972
11064,34679,0,,,
11065,34681,1588,45.4,66622,33839
11066,34683,32297,45.7,64024,35559
11067,34684,26570,51.5,46770,31738
11068,34685,17524,44.2,73983,44116
11069,34688,7717,49.7,67802,45239
11070,34689,25590,49.2,43644,27645
11071,34690,12404,48.1,35557,20102
11072,34691,21668,42.1,40137,20000
11073,34695,17530,48.9,59335,35509
11074,34698,37975,50.6,48496,28737
11075,34705,2778,39.8,47431,19351
11076,34711,52207,41.3,62871,29668
11077,34714,14916,31.8,47511,19459
11078,34715,15280,35.8,51765,21928
11079,34731,10935,49.3,42336,22741
11080,34734,3915,35.9,62120,25935
11081,34736,13773,36.9,45997,19337
11082,34737,2563,50.7,65944,36362
11083,34739,1062,46.4,34531,19365
11084,34741,41542,31.3,34691,16623
11085,34743,35275,32.9,43323,16518
11086,34744,42681,37,47152,20860
11087,34746,32523,37.2,50967,22143
11088,34747,12750,36.3,69583,37935
11089,34748,39402,61.1,41043,24882
11090,34753,5409,29.5,50434,14185
11091,34756,2799,43.8,65600,30771
11092,34758,30254,34.9,46504,17133
11093,34759,29095,35.2,45261,18694
11094,34760,548,39.5,73281,35608
11095,34761,37200,35.7,59480,26071
11096,34762,760,49.5,50172,31829
11097,34769,21800,35.9,45186,19910
11098,34771,13445,41.9,60611,27467
11099,34772,22137,37.2,60015,24146
11100,34773,2731,34.4,49135,19181
11101,34785,18520,44,37465,14748
11102,34786,26776,37.8,102131,51350
11103,34787,44162,34.1,63745,27165
11104,34788,16958,55.9,40998,25513
11105,34797,991,60.6,58480,37570
11106,34945,4522,42.5,52906,22381
11107,34946,6376,43.8,27935,17914
11108,34947,12134,30.3,31190,12897
11109,34949,6051,62.3,55180,47165
11110,34950,16051,32.4,24071,12485
11111,34951,14902,53.6,38681,24088
11112,34952,37339,51.5,40637,23422
11113,34953,59517,34.8,52091,21024
11114,34956,10211,29.8,35639,11014
11115,34957,23255,53.9,46422,31294
11116,34972,20283,33.3,36180,14656
11117,34974,23739,46.3,37303,23731
11118,34981,3932,35.3,38712,18340
11119,34982,26353,40,38478,20057
11120,34983,38189,38.4,50282,21318
11121,34984,14008,41,49391,22470
11122,34986,23013,52.9,52452,35680
11123,34987,5511,39.8,65613,27530
11124,34990,27355,48.8,76325,41442
11125,34994,16273,46.6,40377,28104
11126,34996,10040,61.5,56889,57149
11127,34997,38625,48.2,54260,34177
11128,35004,9766,35.5,55386,25163
11129,35005,8411,36.7,44590,20277
11130,35006,3104,41.9,49750,22029
11131,35007,25954,36.4,64701,27342
11132,35010,21289,39.3,38737,22060
11133,35013,42,24.5,30750,15143
11134,35014,5151,39.1,33200,16131
11135,35016,16628,40.4,43315,22999
11136,35019,2069,32.5,44904,19755
11137,35020,26898,38.2,24061,14866
11138,35022,18276,41.2,58929,28984
11139,35023,25286,40.9,50241,22121
11140,35031,7485,40.9,35845,18434
11141,35032,69,45.2,51719,19612
11142,35033,3693,39.9,45158,19755
11143,35034,4952,40.4,27222,16010
11144,35035,1397,41,53117,21121
11145,35036,264,25.5,12273,7706
11146,35040,14384,31.7,60557,23920
11147,35042,6340,35.4,33370,15397
11148,35043,8265,36.7,88125,33752
11149,35044,7849,34.3,35700,18586
11150,35045,13770,36.4,38159,21055
11151,35046,4823,40.6,48672,26753
11152,35049,4308,37.1,46758,21464
11153,35051,8835,37.5,38688,22272
11154,35052,149,83.7,,11350
11155,35053,2743,46.4,37344,21136
11156,35054,4123,49.7,45917,27203
11157,35055,20278,37.3,34587,21142
11158,35057,11849,44.2,41118,22869
11159,35058,8802,38.7,38179,20255
11160,35060,431,28.9,28889,13668
11161,35061,1507,38.6,35556,16907
11162,35062,7537,43.3,52364,25462
11163,35063,4006,36.9,37510,16334
11164,35064,11592,32.7,34803,18424
11165,35068,7114,35.7,41296,23843
11166,35070,313,59.1,19417,22483
11167,35071,15683,42.3,58766,29626
11168,35072,5332,44.6,35268,17179
11169,35073,2438,42.1,37232,17685
11170,35074,137,40.8,,
11171,35077,13090,41.7,36746,19247
11172,35078,2443,37.5,42623,22883
11173,35079,9401,38.6,51344,23381
11174,35080,15821,33.4,77717,29890
11175,35082,0,,,
11176,35083,3226,36.6,36595,17362
11177,35085,9286,38.3,40294,18981
11178,35087,1394,47.9,38221,20567
11179,35089,2829,36,31794,15382
11180,35091,2549,34.6,77143,26172
11181,35094,14389,37.7,47809,23286
11182,35096,8680,41.3,39772,20924
11183,35097,1800,40.1,46944,18574
11184,35098,1455,39.8,34231,17462
11185,35111,15680,38.6,79525,31496
11186,35112,610,39,50057,15350
11187,35114,6748,37.4,79693,31427
11188,35115,13787,30.8,37682,21485
11189,35116,4241,42.3,52468,27377
11190,35117,5491,37.1,70648,29509
11191,35118,2887,44,48750,22891
11192,35119,88,59.7,93250,29258
11193,35120,14097,35.7,52557,21007
11194,35121,14648,37.3,42203,19724
11195,35124,22515,36.4,68688,35060
11196,35125,10336,33.4,36429,16995
11197,35126,20439,39.9,63247,26964
11198,35127,10157,41.9,65492,26575
11199,35128,9136,41.7,45263,29966
11200,35130,3165,44.9,36848,20885
11201,35131,4466,40.6,33216,18397
11202,35133,4138,41.6,49808,22388
11203,35135,1671,45.2,65488,30724
11204,35136,1843,39.2,46953,22926
11205,35139,134,45.6,24803,9778
11206,35143,3478,44.8,47628,22717
11207,35146,11473,35.1,64109,22463
11208,35147,5926,33.3,64870,27667
11209,35148,3273,38.8,37633,17404
11210,35149,417,21.4,11854,5128
11211,35150,18766,41,31694,18409
11212,35151,7332,45.5,42817,24073
11213,35160,25291,37.7,35064,17490
11214,35171,3526,37.9,44484,22718
11215,35172,3405,39.1,40220,19639
11216,35173,24886,40.3,82645,33820
11217,35175,5141,43.2,46607,32297
11218,35176,887,55.8,41818,18940
11219,35178,3345,42.6,46923,25343
11220,35179,9670,36.5,43365,19776
11221,35180,13297,36.4,53349,26160
11222,35183,561,48,49219,20513
11223,35184,6512,39.3,44275,20821
11224,35186,4591,41.5,53667,27344
11225,35187,17,50.5,42083,13394
11226,35188,2471,38.9,56372,22278
11227,35203,3349,37.1,17500,19612
11228,35204,10751,45.8,22648,14736
11229,35205,18411,32.8,32881,26494
11230,35206,18277,36.5,33129,16204
11231,35207,8877,37.6,25625,14246
11232,35208,15515,39.3,33167,17071
11233,35209,28511,28.8,47544,28628
11234,35210,13442,41.5,53136,29237
11235,35211,27510,36.8,25468,16139
11236,35212,12232,32.2,27218,16390
11237,35213,14092,39.8,94302,71533
11238,35214,19422,40,43470,20607
11239,35215,47215,32.9,42805,19451
11240,35216,35688,34.1,52097,35749
11241,35217,14056,37.8,27281,15247
11242,35218,7998,35.3,24296,15387
11243,35221,5677,39.3,23880,13590
11244,35222,8583,36.7,49346,38743
11245,35223,10725,44.2,133328,78071
11246,35224,7126,34.5,36036,16286
11247,35226,30688,38.3,80675,37279
11248,35228,9849,37.3,34092,18008
11249,35229,1395,20.1,,3621
11250,35233,594,25.5,31719,19855
11251,35234,6492,39.6,22263,11634
11252,35235,19840,35.4,48141,23348
11253,35242,48321,38.9,93039,52406
11254,35243,16953,38.2,71779,46477
11255,35244,31413,37.3,87234,40204
11256,35254,845,19.9,83516,10071
11257,35401,36195,23,20372,11156
11258,35404,22185,28.6,38740,19373
11259,35405,40873,29.9,43604,22758
11260,35406,14312,38.2,69160,43254
11261,35441,1138,46,27132,17524
11262,35442,5484,39.3,21637,13070
11263,35443,1740,31.4,16781,15404
11264,35444,4014,31,52292,20277
11265,35446,1825,38.2,35648,18608
11266,35447,3624,38.7,37727,16374
11267,35452,3789,38.7,57365,23511
11268,35453,10975,34.3,52108,23060
11269,35456,3057,40.4,51213,21551
11270,35457,0,,,
11271,35458,350,54.7,47708,28487
11272,35459,878,45.8,24779,12482
11273,35460,483,34.4,39554,18028
11274,35461,1906,44.5,33125,17884
11275,35462,5241,44,25946,15882
11276,35463,1582,36.5,58643,23348
11277,35464,834,18.7,15380,5602
11278,35466,5311,40.1,40302,22403
11279,35469,96,48.8,43239,19641
11280,35470,5281,27.7,24151,15067
11281,35473,14501,36.6,61064,26212
11282,35474,5224,41,43117,21720
11283,35475,13811,35.6,62091,27609
11284,35476,7572,31.5,35935,18208
11285,35477,115,47,66042,18695
11286,35480,1025,37.9,70150,38669
11287,35481,3734,42.8,20828,14986
11288,35490,4465,31.4,47011,18816
11289,35501,10453,38.4,34779,22189
11290,35503,7652,43,40396,22694
11291,35504,14411,43.3,40970,24692
11292,35540,2108,34.9,27586,14973
11293,35541,3239,46.8,42250,23313
11294,35542,1183,49.5,42778,20316
11295,35543,1746,34.2,24939,12311
11296,35544,975,34.9,44375,17747
11297,35545,51,60.2,29375,20635
11298,35546,3818,37.5,33427,17408
11299,35548,1723,45,28750,18788
11300,35549,4531,42.9,33025,17957
11301,35550,5710,40.1,36772,19324
11302,35552,1096,53.3,28286,19258
11303,35553,4639,40,38854,17517
11304,35554,1235,36.4,41375,21151
11305,35555,9856,44.8,32796,18960
11306,35559,75,29.9,39167,19412
11307,35563,3985,46.3,37703,21675
11308,35564,2362,40.4,25217,17516
11309,35565,12562,44.4,27840,18092
11310,35570,11442,39.2,31953,16501
11311,35571,874,43.9,28214,20314
11312,35572,1288,43.4,34487,15728
11313,35574,1124,46.9,36042,19225
11314,35575,1212,40.1,43984,19681
11315,35576,2965,45.3,36667,20310
11316,35577,29,77,16458,12741
11317,35578,5687,42.3,31127,16351
11318,35579,3092,38.9,42926,18064
11319,35580,4143,43.2,40192,19199
11320,35581,5215,38.3,35955,20775
11321,35582,4067,40.4,30870,18593
11322,35584,496,45.4,31944,15647
11323,35585,1353,49.3,39257,26732
11324,35586,4469,42.7,34604,19895
11325,35587,1063,48.1,34671,18830
11326,35592,4693,42.5,33864,24076
11327,35593,1840,38.8,41842,20377
11328,35594,7898,40.3,33151,19490
11329,35601,33513,36.1,38697,20728
11330,35603,30604,40.3,55552,28118
11331,35610,1950,46.3,43235,23229
11332,35611,25346,37.6,40189,22012
11333,35613,19903,39.1,68861,25619
11334,35614,7157,39.4,40455,21338
11335,35615,0,,,
11336,35616,3966,45.3,33467,18864
11337,35618,1718,44.4,27107,16256
11338,35619,5543,41.3,44289,18698
11339,35620,8457,39.9,42926,19636
11340,35621,2638,45.5,49091,23301
11341,35622,6734,43.8,39297,18342
11342,35630,32553,38,27774,20498
11343,35633,20424,41,41900,21535
11344,35634,9466,42.3,52445,30420
11345,35640,24902,37.2,49980,22454
11346,35643,3146,38.7,37286,16546
11347,35645,15725,36.6,49155,22926
11348,35646,4163,44.6,34161,20713
11349,35647,1042,28.9,41827,30026
11350,35648,3495,43,47404,23290
11351,35649,60,51,89375,44015
11352,35650,14372,40.9,41155,20273
11353,35651,1175,40.1,45399,19681
11354,35652,7596,45.1,47136,25399
11355,35653,11848,35.9,31605,17300
11356,35654,8696,38.5,40864,18602
11357,35660,9098,37.6,34423,19728
11358,35661,17614,39.9,47979,24229
11359,35670,7786,42.2,44362,23785
11360,35671,2175,43.4,42852,30336
11361,35672,6121,39.6,41649,21487
11362,35673,7777,37,48261,22216
11363,35674,18106,43.2,37939,21057
11364,35677,1590,43.7,34044,18305
11365,35739,5357,38,41563,22694
11366,35740,3339,39.7,37644,18889
11367,35741,2681,45.3,63400,41162
11368,35744,2528,45.1,45085,19112
11369,35745,213,57.6,30972,28384
11370,35746,920,56.3,44643,23062
11371,35747,5562,41.6,55588,25267
11372,35748,6427,44,53214,27723
11373,35749,19858,36.5,83176,31754
11374,35750,12102,37.7,51802,24149
11375,35751,268,39.6,16333,14248
11376,35752,1789,50.3,31836,18104
11377,35754,5449,36.9,38472,26662
11378,35755,464,58.6,29471,24754
11379,35756,8133,38.1,77396,31401
11380,35757,12939,36.8,87407,36382
11381,35758,40469,36.8,85596,40045
11382,35759,5845,43.6,81585,34423
11383,35760,4986,41.8,38082,20034
11384,35761,10258,37.3,53085,26011
11385,35763,14259,37.6,97357,38307
11386,35764,765,35.5,32617,16858
11387,35765,3648,46.2,33527,19980
11388,35766,270,37.9,40379,15333
11389,35768,12090,39.1,34525,19207
11390,35769,9354,47.5,49077,26699
11391,35771,3995,33.4,30313,18436
