,Zipcode,Population,Median Age,Household Income,Per Capita Income
18975,56435,2715,45.5,40966,20218
18976,56436,60,31.4,42917,9897
18977,56437,1388,37.4,35972,18457
18978,56438,2863,42.6,44972,20751
18979,56440,1466,38.7,38385,18042
18980,56441,3231,48.2,33936,23469
18981,56442,2246,58.4,61031,37300
18982,56443,1549,51.6,46989,26289
18983,56444,3169,53.2,47075,27474
18984,56446,1467,46.2,43705,21812
18985,56447,1066,56.1,40855,22402
18986,56448,353,65.3,40938,24008
18987,56449,2198,37.3,55194,22395
18988,56450,1073,53.3,35956,20497
18989,56452,1869,57,45560,26664
18990,56453,768,42.5,47500,21766
18991,56455,1819,39.4,48137,21033
18992,56456,61,27,26250,11818
18993,56458,282,56.5,45000,28569
18994,56461,3341,40.1,46099,21890
18995,56464,4253,44.7,40965,22645
18996,56465,1905,45.6,49148,25428
18997,56466,3182,42,44868,21074
18998,56467,2337,53.1,43304,26818
18999,56468,5278,48,58106,32721
19000,56469,911,53.3,45417,26038
19001,56470,10110,47.1,44792,24894
19002,56472,6731,43.9,45040,26664
19003,56473,3308,43.3,48264,23883
19004,56474,3511,46.2,40574,22911
19005,56475,1621,34.9,48250,20102
19006,56477,2649,42.7,37591,18391
19007,56479,5562,36.1,35682,19054
19008,56481,1973,45.2,39167,21007
19009,56482,6644,42.8,35354,19974
19010,56484,3152,48.2,46143,26255
19011,56501,16356,44.6,49729,27537
19012,56510,2285,44,43784,23624
19013,56511,1804,41.8,56875,31095
19014,56514,3488,36.9,59088,26777
19015,56515,3053,52.7,46162,27692
19016,56516,298,37.7,38594,16545
19017,56517,240,49.4,50000,23130
19018,56518,317,35.9,43750,20122
19019,56519,290,49.8,56250,27280
19020,56520,3983,43.9,48323,24013
19021,56521,772,41.8,39688,20549
19022,56522,720,38.5,52857,23339
19023,56523,558,43,51023,21394
19024,56524,753,51.5,44615,23158
19025,56525,157,47.8,70500,27219
19026,56527,714,46.3,36719,20714
19027,56528,1562,51.2,41875,27284
19028,56529,3915,32,49203,25618
19029,56531,2030,45.2,41389,25712
19030,56533,286,42.5,46250,23779
19031,56534,1090,50,49438,27582
19032,56535,1413,47.5,45500,22956
19033,56536,458,35.6,56964,26270
19034,56537,18749,42.6,44551,25690
19035,56540,1870,45.7,50476,32358
19036,56541,36,69,18750,14019
19037,56542,2901,46.8,40489,22845
19038,56543,221,49.6,60250,31344
19039,56544,5084,39.5,45806,22166
19040,56545,562,49.7,49722,27001
19041,56546,492,34.7,75000,23561
19042,56547,2812,34.2,62614,25176
19043,56548,854,44.9,40921,23479
19044,56549,4308,40.9,60061,26741
19045,56550,348,44.3,48750,23970
19046,56551,2166,51.6,38913,20928
19047,56552,459,43.2,61250,30771
19048,56553,292,45.6,52500,28029
19049,56554,2515,45.8,53925,26593
19050,56556,970,47.5,39750,22635
19051,56557,2740,40,38077,20080
19052,56560,39916,29.6,48946,22754
19053,56565,170,43.9,54861,23551
19054,56566,465,22.6,25000,11431
19055,56567,3536,43.6,45929,21881
19056,56568,215,43,29375,18073
19057,56569,1313,32.8,39643,20254
19058,56570,1397,43.2,43500,22116
19059,56571,1684,52.3,39970,25438
19060,56572,5338,45.3,45389,23760
19061,56573,5991,44.6,45718,24475
19062,56574,291,43.8,52083,27672
19063,56575,857,41.9,28750,18668
19064,56576,786,56.3,46750,27506
19065,56577,15,66.5,95625,43020
19066,56578,759,47.8,46111,24050
19067,56579,1103,39.1,47222,23938
19068,56580,1278,38,65625,28439
19069,56581,415,33.1,41250,18494
19070,56583,143,50.8,53750,32815
19071,56584,1625,46,37237,21197
19072,56585,1032,45.8,45357,23810
19073,56586,1827,45.3,56739,26256
19074,56587,1606,49.8,50821,26400
19075,56588,553,55.3,41731,23287
19076,56589,2345,34.2,39904,19219
19077,56590,390,50.2,56389,36666
19078,56591,113,32.1,45938,12019
19079,56592,595,29.9,43750,18247
19080,56593,43,21.1,18500,12100
19081,56594,381,43.1,58500,25673
19082,56601,32729,35.2,48182,24238
19083,56621,4514,41.9,36961,20448
19084,56623,2721,48,46794,29937
19085,56626,486,22.4,35072,15828
19086,56627,271,53.1,32083,21230
19087,56628,1545,58.3,43365,23595
19088,56629,332,54.1,55000,28474
19089,56630,2149,38.5,39107,17237
19090,56633,4224,34.3,34728,18481
19091,56634,1586,43.2,42344,22149
19092,56636,5091,40.8,40759,18881
19093,56637,178,31.5,38250,15238
19094,56639,420,52.1,31250,17489
19095,56641,380,33.8,31548,15088
19096,56644,997,44.3,38438,21117
19097,56646,343,48.1,53500,24366
19098,56647,754,49.4,47847,20729
19099,56649,9539,45,40301,26173
19100,56650,775,45.2,39643,21026
19101,56651,611,43.9,36250,18866
19102,56652,491,50.1,43333,23433
19103,56653,1578,46.8,51319,23851
19104,56654,152,36.7,32708,16628
19105,56655,1403,57.8,40547,26140
19106,56657,179,59.5,46429,23311
19107,56658,9,68.5,,3389
19108,56659,64,49.3,46250,23198
19109,56660,367,29.8,32917,10601
19110,56661,917,50.3,44667,20779
19111,56662,428,63,38077,31557
19112,56663,163,54.6,26313,15766
19113,56666,863,19.8,22727,6816
19114,56667,647,46.5,46771,27274
19115,56668,168,52.6,43750,25887
19116,56669,400,55.8,33313,19536
19117,56670,1970,20,30242,10615
19118,56671,2927,24.6,32821,11641
19119,56672,2054,54.6,36806,24377
19120,56673,898,43.4,45078,20639
19121,56676,1515,41.7,42589,24282
19122,56678,1173,39.8,46852,21730
19123,56680,78,60.3,39167,22964
19124,56681,300,45.8,30625,15605
19125,56683,672,44.1,48304,21706
19126,56684,325,40.7,39306,20827
19127,56685,184,59.1,33000,27904
19128,56686,925,51.6,35278,18571
19129,56687,54,34.8,51250,24341
19130,56688,129,53.5,24821,25657
19131,56701,12460,40.2,45229,23552
19132,56710,500,37,53250,27195
19133,56711,62,40.1,67829,24615
19134,56713,819,50.1,51818,31314
19135,56714,1168,43.4,43571,24873
19136,56715,325,49.1,44028,20633
19137,56716,9283,37,45998,21428
19138,56720,70,21.7,41731,20697
19139,56721,9948,37.8,57083,25869
19140,56722,386,48.2,63636,28219
19141,56723,905,36.1,51806,31042
19142,56724,140,38.8,42083,19481
19143,56725,1134,41.3,47734,21125
19144,56726,1595,44.2,47667,23169
19145,56727,923,42.3,48654,23535
19146,56728,1463,48,56103,29647
19147,56729,114,56.5,45000,21339
19148,56731,73,47.2,76607,35422
19149,56732,1123,45.3,46094,21338
19150,56733,370,49.8,55000,29126
19151,56734,461,41.2,37981,20446
19152,56735,756,53,44167,29337
19153,56736,904,55.3,55417,28887
19154,56737,844,48.3,44000,27260
19155,56738,1379,39.7,54875,25067
19156,56741,17,62.9,,
19157,56742,1024,39.1,51250,20387
19158,56744,611,37.6,63984,28557
19159,56748,661,37.5,49598,22913
19160,56750,2554,42.8,47255,22979
19161,56751,5609,40.4,53547,23529
19162,56754,535,41.7,49219,24993
19163,56755,173,53.5,54375,29642
19164,56756,807,35.5,45577,23237
19165,56757,891,41.4,50625,27933
19166,56758,417,50.4,37188,20300
19167,56759,367,43.3,53125,23881
19168,56760,369,43.1,43750,23552
19169,56761,458,43.4,46146,20645
19170,56762,2811,40.8,50200,24013
19171,56763,5384,36.8,48100,23714
19172,57001,1752,47.6,50577,28556
19173,57002,1026,28.4,55208,27187
19174,57003,1724,36.2,60781,28853
19175,57004,3325,40.9,54196,26598
19176,57005,10130,34.9,66211,27871
19177,57006,24012,23.8,40823,21487
19178,57010,516,34.4,84583,28393
19179,57012,1036,44.7,54125,32363
19180,57013,4262,42.4,48737,25086
19181,57014,1651,44.4,46875,23195
19182,57015,809,47.9,66563,27192
19183,57016,678,54.7,54038,32008
19184,57017,1492,36.7,54643,24955
19185,57018,1321,34,58177,23244
19186,57020,1487,36.3,74508,28684
19187,57021,236,41.4,44063,28565
19188,57022,4735,40.2,53365,26555
19189,57024,557,35.4,46797,17557
19190,57025,2738,39.1,57283,29830
19191,57026,1435,37.4,62738,25057
19192,57027,191,31.8,65341,17438
19193,57028,3213,39.6,47153,23611
19194,57029,1911,49.2,42059,23127
19195,57030,3424,40.9,69179,28247
19196,57031,741,32.6,53077,21468
19197,57032,5957,29.3,77031,33894
19198,57033,4999,32.9,68705,24093
19199,57034,760,43.5,45366,25322
19200,57035,1167,45.6,61705,28307
19201,57036,646,42.8,49821,27417
19202,57037,1120,38.4,43100,21385
19203,57038,1669,40.4,70061,41553
19204,57039,3260,36.3,53627,30088
19205,57040,358,44.2,46607,22575
19206,57041,30,46.5,,25653
19207,57042,8342,35.3,41397,21678
19208,57043,1391,47.8,49489,26528
19209,57045,1127,49.5,39500,21518
19210,57046,554,46.4,56250,25790
19211,57047,240,47.7,40000,28128
19212,57048,1254,39.1,57500,23160
19213,57049,5611,38.2,71220,39154
19214,57050,190,36.8,47500,23061
19215,57051,275,45.5,36250,23289
19216,57052,394,47.2,41500,22318
19217,57053,1888,37.5,51635,22339
19218,57054,559,51.1,63375,30251
19219,57055,971,43.1,77813,31164
19220,57057,148,38.4,37500,30832
19221,57058,1971,44.9,41546,30758
19222,57059,1469,46.3,42361,23137
19223,57061,179,21.5,51607,16489
19224,57062,2206,41.1,33125,15054
19225,57063,1047,35.7,58563,20656
19226,57064,4901,29.5,76528,28257
19227,57065,338,47.7,45139,17961
19228,57066,1562,47.2,46105,24282
19229,57067,457,46.6,63661,22762
19230,57068,1540,37.3,68393,28363
19231,57069,11977,23.5,34924,19246
19232,57070,1517,42.8,42375,20979
19233,57071,2778,38.8,51316,24102
19234,57072,662,41,55972,32792
19235,57073,763,54.3,52143,28408
19236,57075,936,50.9,57500,42803
19237,57076,493,46.8,46071,27748
19238,57077,1343,33.5,65524,24203
19239,57078,18758,41.1,50778,26510
19240,57103,34225,37.2,53903,28665
19241,57104,27672,32.3,35361,18438
19242,57105,21616,40.6,54248,32894
19243,57106,38926,30.9,55444,27349
19244,57107,7507,31,53735,22471
19245,57108,15771,35.1,77374,43626
19246,57110,12237,35.8,70987,29165
19247,57117,38,74.5,,71708
19248,57197,631,20.7,,6642
19249,57201,24693,38,44434,25542
19250,57212,1838,50.9,52500,24531
19251,57213,457,41.7,46354,23012
19252,57214,65,55.3,58750,31602
19253,57216,933,48.7,60313,29636
19254,57217,158,61.1,37813,25303
19255,57218,253,55,75625,33216
19256,57219,828,50.3,56375,21733
19257,57220,887,31.3,63092,23046
19258,57221,790,31.1,44375,23280
19259,57223,1180,40.5,56250,24379
19260,57224,201,30.1,52000,19660
19261,57225,1816,44.8,44565,25311
19262,57226,2310,40.6,49830,22238
19263,57227,271,59.3,45313,23103
19264,57231,1725,47.9,46824,24487
19265,57232,268,55.7,55625,23232
19266,57233,146,41,45833,24742
19267,57234,1307,39.7,49779,23779
19268,57235,943,34.5,57500,21362
19269,57236,127,51.1,95417,109688
19270,57237,393,55.7,31518,27004
19271,57238,473,40.2,45795,31442
19272,57239,273,58.9,55000,22300
19273,57241,1036,27.2,45536,19707
19274,57242,289,43.4,69306,28119
19275,57243,671,41.8,47857,21415
19276,57245,124,29.5,70313,28005
19277,57246,149,50.4,59167,29826
19278,57247,209,62.3,44792,29446
19279,57248,1301,45.9,44375,26575
19280,57249,1059,45.6,46932,28205
19281,57251,199,55.8,42778,22757
19282,57252,5074,44.4,42386,23659
19283,57255,538,40.6,31442,16037
19284,57256,67,50.6,54167,33901
19285,57257,935,30.9,44028,14526
19286,57258,414,41,36625,14070
19287,57259,452,42.3,55000,27682
19288,57260,1155,50.2,50288,22698
19289,57261,321,57.7,39940,31666
19290,57262,4998,33.3,37188,18965
19291,57263,455,41.4,37188,19441
19292,57264,196,45.4,67969,29238
19293,57265,216,46,31250,18680
19294,57266,603,35.3,42045,20379
19295,57268,594,35.9,43693,18896
19296,57269,332,44.6,44167,25465
19297,57270,554,42.1,28125,17969
19298,57271,382,47.2,49375,22478
19299,57272,119,50.1,50417,30192
19300,57273,1267,34.7,33750,15173
19301,57274,2570,48.1,40445,21093
19302,57276,1206,36.8,50200,20069
19303,57278,908,35,52604,20155
19304,57279,1153,44.9,40982,23353
19305,57301,18000,38.6,43795,23600
19306,57311,1521,38.2,48824,19280
19307,57312,457,44.8,46000,21116
19308,57313,1058,49.4,42431,24528
19309,57314,740,42.9,47083,20890
19310,57315,1039,46.3,44688,23356
19311,57317,580,44.4,35882,18638
19312,57319,1082,45.6,48750,21677
19313,57321,350,49.7,31618,21779
19314,57322,261,46.9,55781,28315
19315,57323,213,61.5,31000,25848
19316,57324,273,42.7,65938,27649
19317,57325,3494,36.7,46989,21395
19318,57328,1158,48.8,50179,23991
19319,57329,486,28.1,33393,13243
19320,57330,930,45.6,42200,17736
19321,57331,557,45.4,63482,34739
19322,57332,851,30.5,40156,20720
19323,57334,944,36.5,45500,20532
19324,57335,293,46.9,37917,21634
19325,57337,75,67.9,21563,37819
19326,57339,1466,22.3,30234,11236
19327,57340,397,40.1,53750,20976
19328,57341,150,31.7,28542,9915
19329,57342,520,48.3,31250,20249
19330,57344,113,61.1,62250,29160
19331,57345,1313,44.5,44219,24201
19332,57346,11,41.6,,9955
19333,57348,582,48.6,57500,30498
19334,57349,1637,43.1,50227,26293
19335,57350,14635,40.5,39622,24373
19336,57353,722,43.8,51250,20627
19337,57355,1043,52.1,41736,20346
19338,57356,1668,33.7,29306,17810
19339,57358,42,43.6,32500,13581
19340,57359,700,48,40000,24240
19341,57361,144,47.6,19792,11244
19342,57362,2121,47.3,41731,23141
19343,57363,998,36.8,56146,23904
19344,57364,90,24.5,46053,20072
19345,57365,577,46.5,49107,26758
19346,57366,2478,40.7,49028,24787
19347,57367,171,44.5,66875,30424
19348,57368,1137,36.6,50074,21861
19349,57369,2316,46.8,47059,24176
19350,57370,780,33.7,46818,19568
19351,57371,163,61,36607,21527
19352,57373,422,56.1,52500,22775
19353,57374,241,47.6,47708,21269
19354,57375,595,47.8,46875,23774
19355,57376,944,53.1,38208,24308
19356,57379,65,57.1,27045,27228
19357,57380,3618,35.1,31719,14853
19358,57381,460,52.8,35000,25403
19359,57382,1565,54.1,44543,28556
19360,57383,871,39.3,35938,18604
19361,57384,761,41.9,43542,30002
19362,57385,1204,45.7,51071,24079
19363,57386,166,39,68750,31184
19364,57401,29946,37.8,46544,24168
19365,57420,111,61.7,29605,19847
19366,57421,51,79,26458,47112
19367,57422,122,45.8,23750,31655
19368,57424,296,48.7,43750,20812
19369,57426,75,65.4,53304,18175
19370,57427,691,35.1,62024,26376
19371,57428,814,43.9,45469,22642
19372,57429,162,36.8,63438,25370
19373,57430,2347,43.3,45049,23490
19374,57432,416,40.8,43750,21300
19375,57433,457,52.5,36821,26951
19376,57434,459,50.3,46429,27971
19377,57435,235,53.3,41786,20414
19378,57436,450,51.2,52292,34678
19379,57437,1424,53.3,35446,22831
19380,57438,1438,46.2,36118,23365
19381,57439,65,72,,
19382,57440,526,33.4,58828,21836
19383,57441,709,45,42153,23110
19384,57442,1770,50.1,47454,26008
19385,57445,2120,39.8,62833,29531
19386,57446,409,59.1,42292,23475
19387,57448,438,48.8,42500,22093
19388,57449,152,58.3,31818,18866
19389,57450,574,52,44167,26929
19390,57451,2183,48.2,50000,26181
19391,57452,358,45.2,41354,23472
19392,57454,770,48,43229,22489
19393,57455,110,46.5,32625,15224
19394,57456,741,40.8,36094,18898
19395,57457,85,50.8,30625,14726
19396,57460,305,47.6,48750,25900
19397,57461,415,45.1,54375,25780
19398,57465,394,39,64167,31819
19399,57466,87,63.5,24000,16280
19400,57467,300,46.5,41875,24521
19401,57468,316,46.1,43056,19247
19402,57469,3299,41,42891,23139
19403,57470,189,34.4,47344,10968
19404,57471,734,44.8,54722,27683
19405,57472,953,52.1,41484,22478
19406,57473,316,19.9,42153,17275
19407,57474,153,41.2,40625,31433
19408,57475,104,47.5,47813,19545
19409,57476,434,47.8,50417,47508
19410,57477,145,47.8,51875,24250
19411,57479,488,43.2,52083,30607
19412,57481,510,37.5,44722,17750
19413,57501,16255,40.7,58784,30003
19414,57520,130,60,46042,23793
19415,57521,186,50.1,44531,27481
19416,57522,435,42.6,47250,22796
19417,57523,1171,44.4,38487,24527
19418,57528,962,39.7,45076,23313
19419,57529,517,49.5,45750,21825
19420,57531,254,55.4,56136,38987
19421,57532,2723,40.6,57000,28059
19422,57533,1806,50.2,35087,23175
19423,57534,111,56.1,55893,25562
19424,57536,422,44,38750,22230
19425,57537,143,45,54702,27097
19426,57538,213,53.2,24896,16470
19427,57540,98,51.7,42000,41756
19428,57541,22,65.5,,
19429,57543,937,41.6,37100,18461
19430,57544,636,33.6,50250,20834
19431,57547,209,42.8,82578,41219
19432,57548,1402,22.6,32986,11012
19433,57551,2216,39.3,37284,21103
19434,57552,553,48.3,41250,26832
19435,57553,190,41.7,80625,36038
19436,57555,2824,28.5,38463,14942
19437,57559,771,40.6,41635,19204
19438,57560,386,22.3,48542,12072
19439,57562,159,38,94545,36068
19440,57563,175,27.2,21500,6430
19441,57564,1062,45.3,53594,27682
19442,57566,1594,21.1,13351,7692
19443,57567,1079,50.2,46800,27156
19444,57568,671,43.6,47891,24997
19445,57569,285,52.5,50694,26572
19446,57570,2052,21.5,21337,11005
19447,57571,20,73.2,9167,12680
19448,57572,2478,18,18409,8867
19449,57574,116,51.3,32125,42972
19450,57576,73,62.8,48229,21392
19451,57577,1227,18.5,28317,9402
19452,57579,1331,30.7,30625,15260
19453,57580,4623,40.6,40429,20305
19454,57584,37,58.1,33571,27697
19455,57585,228,44,41250,20841
19456,57601,3878,45.2,40000,24604
19457,57620,449,49,46250,23557
19458,57621,445,24.5,15859,4546
19459,57622,346,28.7,9926,4530
19460,57623,1177,27,33864,13465
19461,57625,4101,25.2,29141,12331
19462,57626,985,37.3,41094,19305
19463,57630,32,66.3,28958,18975
19464,57631,362,42.7,66875,24686
19465,57632,545,53.1,30588,20733
19466,57633,615,36.6,51250,26275
19467,57634,95,16.9,102917,57943
19468,57636,15,62.8,80893,46727
19469,57638,1805,50.9,33846,22887
19470,57639,301,26.9,19219,5872
19471,57640,172,55.6,47656,24676
19472,57641,425,42.7,29063,17135
19473,57642,1906,26.8,29141,12174
19474,57644,218,44.6,56058,31480
19475,57645,293,34.1,36944,16737
19476,57646,174,52,43542,26189
19477,57648,274,56.8,37500,23682
19478,57649,291,35.7,34063,22703
19479,57650,85,59.9,36071,17782
19480,57651,67,36.2,51250,18984
19481,57652,533,20.8,22188,13930
19482,57656,617,43.9,48125,26784
19483,57657,292,50.5,59583,28554
19484,57658,336,28.3,14167,9274
19485,57660,46,68.5,28000,14148
19486,57661,139,19.4,28239,13411
19487,57701,43548,32.7,38459,20535
19488,57702,32102,44.5,62684,37745
19489,57703,13922,31.9,54115,22981
19490,57706,2973,22.8,32469,16320
19491,57714,947,18.5,23382,4394
19492,57716,297,39.7,36625,19600
19493,57717,7658,40.5,46548,22976
19494,57718,5911,36.9,58327,26332
19495,57719,6070,30.8,43806,19574
19496,57720,601,41.1,46731,23234
19497,57722,368,46.5,42778,16436
19498,57724,334,34.8,42344,21248
19499,57725,89,67.7,41207,20580
19500,57730,5938,50.1,46875,24995
19501,57732,1933,51.1,47708,27647
19502,57735,1553,52.8,32589,25551
19503,57738,121,53.3,33438,22193
19504,57741,69,85.2,,13662
19505,57744,1467,43.8,60352,26769
19506,57745,1686,56,42652,23385
19507,57747,5376,50.4,38171,24555
19508,57748,229,31.9,37188,21684
19509,57750,436,35,28750,9965
19510,57751,877,51.2,47961,30139
19511,57752,2010,22.9,21646,7708
19512,57754,3684,42.9,42271,21303
19513,57755,104,50.1,67500,29052
19514,57756,911,19.7,21377,4860
19515,57758,246,34.4,23750,12481
19516,57759,744,22.6,78226,24646
19517,57760,1666,39.4,34614,14407
19518,57761,1343,36,55492,24986
19519,57762,377,51,26500,18533
19520,57763,381,40,48875,25463
19521,57764,2258,19.4,23200,5609
19522,57766,293,28.7,27426,22256
19523,57767,209,34.9,28750,17521
19524,57769,3219,41.9,58098,27465
19525,57770,5023,24,34031,9892
19526,57772,2237,22.9,17013,6341
19527,57773,117,38.9,34625,24060
19528,57775,406,30.8,67717,22710
19529,57776,11,87.1,,
19530,57779,517,34.1,54338,24165
19531,57780,177,42.3,36250,17271
19532,57782,23,64.9,49375,26296
19533,57783,13905,40.5,42058,29267
19534,57785,9515,44.2,41753,22651
19535,57787,358,34.4,46250,24170
19536,57788,670,34.5,29167,17768
19537,57790,1190,38.7,50357,24264
19538,57791,298,41.6,36818,15429
19539,57792,31,52.2,43542,23255
19540,57793,2103,42.1,57614,36207
19541,57794,764,32,30045,5998
19542,57799,576,19.6,,5601
19543,58001,111,41.4,74375,22180
19544,58002,44,31.1,,
19545,58004,312,45.5,65375,34900
19546,58005,681,34.6,84792,35451
19547,58006,395,48.9,55000,35018
19548,58007,103,33.9,110625,70396
19549,58008,364,43.8,65000,29398
19550,58009,77,54.8,53750,24887
19551,58011,379,50.9,44922,33927
19552,58012,2456,33.9,60917,28162
19553,58013,134,43.3,46786,28597
19554,58015,286,36.3,72750,29524
19555,58016,240,24.6,70536,27888
19556,58017,398,50.8,48269,26562
19557,58018,240,46.7,41944,29806
19558,58021,376,26.6,41875,20955
19559,58027,1262,51.9,40167,24994
19560,58029,226,37.3,70938,32846
19561,58030,575,45.6,49563,30240
19562,58031,424,40.8,42778,23221
19563,58032,702,46.5,52375,25186
19564,58033,483,49.3,59375,25575
19565,58035,128,53.5,34479,38448
19566,58036,268,50.3,77188,39699
19567,58038,263,40.8,65104,34298
19568,58040,829,40.3,53542,24815
19569,58041,1640,45.7,46310,26086
19570,58042,1416,36.1,82125,27791
19571,58043,164,50.7,43333,28692
19572,58045,2432,40.6,47188,21900
19573,58046,527,48.5,56786,34796
19574,58047,3625,38.2,97721,49775
19575,58048,469,38.6,63542,31114
19576,58049,327,47.8,32500,20380
19577,58051,1140,40.7,74722,42316
19578,58052,717,43.7,49375,28656
19579,58053,1331,47.3,36597,21626
19580,58054,3124,41.5,48384,22782
19581,58056,141,51.5,54167,26467
19582,58057,200,37.5,100114,47362
19583,58058,153,47.2,55000,25606
19584,58059,1248,34.4,68182,44150
19585,58060,1392,42.1,60625,25738
19586,58061,478,43,64554,27523
19587,58062,183,55.9,43333,24214
19588,58063,372,42.3,59688,27856
19589,58064,426,49,54196,30091
19590,58065,26,61.7,44167,30842
19591,58067,249,50.9,48571,31053
19592,58068,336,46,55625,22505
19593,58069,115,52.5,41818,40380
19594,58071,402,40.1,49531,24289
19595,58072,7867,43.4,40696,28582
19596,58075,8916,35.7,47242,25694
19597,58076,329,19.7,,5136
19598,58077,750,40.1,60714,28036
19599,58078,25335,33.7,63038,29527
19600,58079,341,52.7,71042,30560
19601,58081,945,36.8,43333,24475
19602,58102,30513,30.7,37904,26177
19603,58103,47146,31.1,39566,27804
19604,58104,27168,29.8,62112,33709
19605,58105,1771,19.3,,4597
19606,58201,35279,34.1,47258,29911
19607,58202,1826,19.4,45250,5146
19608,58203,17430,24.1,37028,19585
19609,58204,2275,23.1,47031,17775
19610,58205,311,21.8,,20084
19611,58210,340,48,51750,25790
19612,58212,532,52.7,46731,27123
19613,58214,377,46.9,57333,27658
19614,58216,103,48.4,47500,25200
19615,58218,667,36.8,65833,29804
19616,58219,10,43.7,39286,
19617,58220,2464,44.9,53469,26857
19618,58222,365,46.7,44821,24688
19619,58223,183,54.6,50625,36406
19620,58224,19,32.3,37188,34732
19621,58225,927,49.3,50000,30244
19622,58227,508,55.5,55568,33266
19623,58228,844,44,58958,28270
19624,58229,144,45.4,44226,39949
19625,58230,663,38.3,45909,26574
19626,58231,666,39.3,44861,23458
19627,58233,304,38.4,64167,24440
19628,58235,502,41.8,38750,22823
19629,58237,5434,44.5,45422,23493
19630,58238,247,55.1,60500,59791
19631,58239,75,51.8,35417,23653
19632,58240,1340,49.7,43802,26837
19633,58241,94,63,44545,29273
19634,58243,664,40.3,46979,22416
19635,58244,238,51.2,41964,22434
19636,58249,2532,47.8,50789,27068
19637,58250,294,42.7,33864,29760
19638,58251,2239,41.8,53700,23564
19639,58254,494,52,40938,20459
19640,58256,863,37.6,68409,30524
19641,58257,2037,34.5,41577,22656
19642,58258,267,43.6,63125,26158
19643,58259,346,53.3,40000,23256
19644,58260,197,55.5,49167,33947
19645,58261,1053,42.2,54773,23840
19646,58262,150,43.8,30855,19595
19647,58265,370,48.8,64028,28252
19648,58266,191,63.8,38068,30435
19649,58267,1420,42.4,62679,28338
19650,58269,207,68.1,45500,24362
19651,58270,2013,47.9,47500,26801
19652,58271,750,44.6,64554,30232
19653,58272,447,41.5,49868,31404
19654,58273,212,51.3,43125,35300
19655,58274,1168,39.6,56823,26034
19656,58275,783,45.6,70347,27234
19657,58276,586,45.4,57321,26263
19658,58277,200,59.9,45000,24703
19659,58278,1741,44.9,81302,37558
19660,58281,140,55.5,61250,33211
19661,58282,1403,48.2,39712,21629
19662,58301,9804,41.1,44608,25593
19663,58311,52,36.5,61250,18617
19664,58316,6479,27,26747,12043
19665,58317,240,49.6,39444,25808
19666,58318,3567,47.3,42212,25967
19667,58321,190,56.8,42813,27863
19668,58323,44,65.6,85682,51468
19669,58324,1289,46.1,41458,21511
19670,58325,84,58.4,50625,30949
19671,58327,294,38.6,53125,25004
19672,58329,3096,30.8,24441,13082
19673,58330,370,53.5,31842,28878
19674,58331,95,55.1,66458,54526
19675,58332,332,58.6,37679,21663
19676,58335,1635,18.4,17813,6218
19677,58338,92,39.2,65417,25808
19678,58339,18,36,32083,22511
19679,58341,2628,50.4,41292,24511
19680,58343,65,62.3,24286,17320
19681,58344,821,53.1,41793,28808
19682,58345,137,50.5,49219,34512
19683,58346,624,52,36500,27866
19684,58348,710,50.2,36167,27109
19685,58351,549,40.7,30833,17472
19686,58352,464,50.5,46625,27071
19687,58353,51,54.6,43125,36820
19688,58355,51,43.4,36607,20596
19689,58356,1689,46.5,41827,21576
19690,58357,401,28.1,40893,15638
19691,58361,325,55.6,51750,26997
19692,58362,37,65.4,50577,40478
19693,58363,161,51.5,78875,40617
19694,58365,320,45.7,46908,29970
19695,58366,1101,40.8,43828,21899
19696,58367,1704,36.2,31300,20706
19697,58368,3781,45.9,38171,21628
19698,58369,1469,35.6,26814,14923
19699,58370,1406,24.5,34219,11518
19700,58372,108,52.5,42500,19837
19701,58374,598,50.8,36667,25430
19702,58377,438,47.1,49821,34283
19703,58379,303,38.6,34028,14020
19704,58380,327,50.4,25568,20652
19705,58381,299,41.3,45625,31755
19706,58382,173,56.9,42989,35291
19707,58384,494,55,32418,25271
19708,58385,375,40.6,45417,20713
19709,58386,185,48.2,42500,30079
19710,58401,17148,42.8,45703,24651
19711,58402,208,52.5,,6064
19712,58405,370,19.8,,5119
19713,58413,1095,57.7,31912,23053
19714,58415,174,43,63750,23390
19715,58416,427,58.7,40962,27065
19716,58418,355,49,53603,39202
19717,58420,321,33.3,81625,38508
19718,58421,2883,43.7,48693,34856
19719,58422,326,44.4,47794,20841
19720,58423,66,58.5,48125,42191
19721,58424,251,52.8,49063,24250
19722,58425,1521,49,46750,24958
19723,58426,238,46.4,62639,25144
19724,58428,335,46.5,47917,25024
19725,58429,225,46.8,48250,29055
19726,58430,140,41.5,34167,45801
19727,58431,131,47.2,54250,27157
19728,58433,986,46.7,54479,27900
19729,58436,1985,42.2,38698,19789
19730,58438,599,52.7,44188,24500
19731,58439,254,26.5,41667,16680
19732,58440,195,42.8,46750,20625
19733,58441,337,39.1,43125,39769
19734,58442,548,54.3,38750,21462
19735,58443,240,56.7,52647,31190
19736,58444,194,55,48000,22340
19737,58445,152,38.7,35938,26788
19738,58448,257,54.3,31417,18755
19739,58451,215,49.4,40250,29516
19740,58452,30,59.5,77917,27120
19741,58454,402,51.2,37917,20633
19742,58455,353,45.6,56094,36840
19743,58456,476,53,36442,34330
19744,58458,1430,45.6,47448,25775
19745,58460,252,61,34464,20726
